#{"t_start": 1664969536.207807, "env_id": null}
r,l,t
-11.0,11,514.146294
-51.0,51,514.150321
-3.0,3,514.158411
-2.0,2,514.166635
-22.0,22,514.220594
-51.0,51,514.220646
-32.0,32,514.28009
-51.0,51,514.344533
-51.0,51,514.382055
-51.0,51,514.382123
-50.0,50,514.426699
-10.0,10,514.4706
-51.0,51,514.530344
-21.0,21,514.557177
-51.0,51,514.577333
-51.0,51,514.577399
-10.0,10,514.594992
-4.0,4,514.595055
-3.0,3,514.607742
-19.0,19,514.658104
-13.0,13,514.713858
-51.0,51,514.739864
-33.0,33,514.747972
-5.0,5,514.760777
-42.0,42,514.773117
-5.0,5,514.781351
-36.0,36,514.898332
-34.0,34,514.913339
-51.0,51,514.925146
-10.0,10,514.962765
-51.0,51,514.988266
-51.0,51,515.105066
-29.0,29,515.109209
-2.0,2,515.117222
-51.0,51,515.121514
-42.0,42,515.138967
-15.0,15,515.181101
-14.0,14,515.240013
-40.0,40,515.291089
-51.0,51,515.324109
-20.0,20,515.328685
-51.0,51,515.361278
-8.0,8,515.399815
-34.0,34,515.457157
-47.0,47,515.560116
-51.0,51,515.575397
-51.0,51,515.657439
-51.0,51,515.71474
-10.0,10,515.766092
-48.0,48,515.803598
-51.0,51,515.834313
-8.0,8,515.873528
-6.0,6,515.903066
-51.0,51,515.913284
-2.0,2,515.922754
-3.0,3,515.936769
-3.0,3,515.950564
-51.0,51,516.007369
-51.0,51,516.031695
-4.0,4,516.044141
-36.0,36,516.047118
-16.0,16,516.120268
-26.0,26,516.152191
-51.0,51,516.152259
-51.0,51,516.191914
-15.0,15,516.198064
-3.0,3,516.20724
-12.0,12,516.233049
-19.0,19,516.274164
-51.0,51,516.296937
-51.0,51,516.332081
-18.0,18,516.354311
-16.0,16,516.368499
-8.0,8,516.372849
-11.0,11,516.402837
-11.0,11,516.420094
-15.0,15,516.432765
-51.0,51,516.445822
-13.0,13,516.488111
-22.0,22,516.496208
-19.0,19,516.525495
-23.0,23,516.579943
-51.0,51,516.621115
-14.0,14,516.683382
-51.0,51,516.692639
-51.0,51,516.734385
-14.0,14,516.75561
-6.0,6,516.76025
-24.0,24,516.793114
-9.0,9,516.79764
-51.0,51,516.807801
-11.0,11,516.812466
-17.0,17,516.879936
-29.0,29,516.934509
-51.0,51,517.037014
-51.0,51,517.041705
-12.0,12,517.091784
-51.0,51,517.100569
-8.0,8,517.134843
-51.0,51,517.158396
-35.0,35,517.243633
-49.0,49,517.256533
-10.0,10,517.301689
-15.0,15,517.310958
-6.0,6,517.336198
-46.0,46,517.336245
-51.0,51,517.374357
-2.0,2,517.382625
-13.0,13,517.438493
-51.0,51,517.518683
-51.0,51,517.555236
-51.0,51,517.555289
-3.0,3,517.567358
-12.0,12,517.604325
-50.0,50,517.659517
-32.0,32,517.707427
-51.0,51,517.740957
-25.0,25,517.767768
-51.0,51,517.818022
-51.0,51,517.919055
-51.0,51,517.946703
-51.0,51,517.965972
-51.0,51,518.030238
-8.0,8,518.064232
-51.0,51,518.133377
-51.0,51,518.168082
-49.0,49,518.180189
-3.0,3,518.190385
-14.0,14,518.254352
-48.0,48,518.272838
-34.0,34,518.277504
-19.0,19,518.339989
-51.0,51,518.38851
-22.0,22,518.43801
-51.0,51,518.503748
-51.0,51,518.508233
-44.0,44,518.571393
-51.0,51,518.652426
-51.0,51,518.699532
-51.0,51,518.702663
-51.0,51,518.766224
-23.0,23,518.789258
-51.0,51,518.84533
-18.0,18,518.860911
-51.0,51,518.887844
-51.0,51,518.969671
-27.0,27,518.993393
-51.0,51,519.02366
-51.0,51,519.045834
-27.0,27,519.097359
-50.0,50,519.166644
-7.0,7,519.196541
-25.0,25,519.207267
-38.0,38,519.210381
-5.0,5,519.21344
-47.0,47,519.223355
-18.0,18,519.286917
-49.0,49,519.421901
-51.0,51,519.421953
-51.0,51,519.442969
-12.0,12,519.492572
-51.0,51,519.501832
-28.0,28,519.540444
-51.0,51,519.618664
-37.0,37,519.662226
-51.0,51,519.674041
-51.0,51,519.682388
-51.0,51,519.798788
-36.0,36,519.805526
-51.0,51,519.852285
-51.0,51,519.873996
-10.0,10,519.895448
-29.0,29,519.917269
-10.0,10,519.917331
-20.0,20,519.981814
-2.0,2,519.989815
-2.0,2,519.997673
-51.0,51,520.015958
-42.0,42,520.089566
-51.0,51,520.126832
-28.0,28,520.202162
-51.0,51,520.202226
-51.0,51,520.216614
-51.0,51,520.295082
-40.0,40,520.318595
-51.0,51,520.365203
-51.0,51,520.386934
-28.0,28,520.474873
-3.0,3,520.483782
-51.0,51,520.486976
-51.0,51,520.510998
-39.0,39,520.522975
-13.0,13,520.525884
-18.0,18,520.564093
-34.0,34,520.585187
-18.0,18,520.63352
-15.0,15,520.650457
-10.0,10,520.675095
-49.0,49,520.708413
-51.0,51,520.711629
-2.0,2,520.714549
-35.0,35,520.791649
-51.0,51,520.885385
-2.0,2,520.893284
-51.0,51,520.922148
-51.0,51,520.926496
-51.0,51,521.005169
-29.0,29,521.042451
-5.0,5,521.062061
-51.0,51,521.100786
-51.0,51,521.12609
-51.0,51,521.20611
-37.0,37,521.247934
-32.0,32,521.259968
-51.0,51,521.264187
-15.0,15,521.267949
-6.0,6,521.283965
-51.0,51,521.447308
-51.0,51,521.463823
-51.0,51,521.468093
-4.0,4,521.480436
-4.0,4,521.484146
-51.0,51,521.484185
-9.0,9,521.516004
-17.0,17,521.547177
-21.0,21,521.610092
-51.0,51,521.624407
-41.0,41,521.646377
-51.0,51,521.653929
-11.0,11,521.659933
-9.0,9,521.678843
-21.0,21,521.683254
-20.0,20,521.760226
-11.0,11,521.807033
-51.0,51,521.851125
-51.0,51,521.860007
-20.0,20,521.881382
-51.0,51,521.885899
-11.0,11,521.931633
-24.0,24,521.981684
-19.0,19,522.010145
-51.0,51,522.059035
-51.0,51,522.064787
-22.0,22,522.127527
-51.0,51,522.14865
-51.0,51,522.169611
-6.0,6,522.187317
-51.0,51,522.208167
-33.0,33,522.24701
-51.0,51,524.554435
-51.0,51,524.626611
-35.0,35,524.636811
-51.0,51,524.64647
-9.0,9,524.68472
-7.0,7,524.716529
-4.0,4,524.735449
-51.0,51,524.752495
-3.0,3,524.764427
-3.0,3,524.775485
-11.0,11,524.779427
-51.0,51,524.833035
-48.0,48,524.837416
-5.0,5,524.854854
-25.0,25,524.883857
-51.0,51,525.003008
-6.0,6,525.031444
-43.0,43,525.03558
-51.0,51,525.08842
-51.0,51,525.122996
-51.0,51,525.263839
-51.0,51,525.268535
-8.0,8,525.303166
-9.0,9,525.303225
-51.0,51,525.320757
-10.0,10,525.344224
-51.0,51,525.347421
-22.0,22,525.389966
-14.0,14,525.400262
-5.0,5,525.426043
-51.0,51,525.531095
-2.0,2,525.537147
-51.0,51,525.553116
-51.0,51,525.594719
-51.0,51,525.628745
-49.0,49,525.745039
-51.0,51,525.777006
-44.0,44,525.789128
-45.0,45,525.812216
-21.0,21,525.818212
-9.0,9,525.858743
-51.0,51,525.982243
-28.0,28,525.982297
-51.0,51,526.001847
-51.0,51,526.041407
-23.0,23,526.086076
-11.0,11,526.134024
-51.0,51,526.205742
-51.0,51,526.22453
-5.0,5,526.227744
-24.0,24,526.234068
-51.0,51,526.257427
-2.0,2,526.266321
-51.0,51,526.400036
-50.0,50,526.400107
-51.0,51,526.409447
-46.0,46,526.415484
-23.0,23,526.509661
-28.0,28,526.509717
-7.0,7,526.537812
-10.0,10,526.567072
-51.0,51,526.593989
-51.0,51,526.60695
-23.0,23,526.709112
-51.0,51,526.718407
-11.0,11,526.764226
-51.0,51,526.789238
-51.0,51,526.813744
-11.0,11,526.835755
-7.0,7,526.86643
-6.0,6,526.892735
-5.0,5,526.914084
-51.0,51,526.927052
-51.0,51,526.982569
-51.0,51,527.03261
-2.0,2,527.041029
-32.0,32,527.061552
-4.0,4,527.077508
-51.0,51,527.125327
-27.0,27,527.185253
-51.0,51,527.188286
-39.0,39,527.193799
-14.0,14,527.227983
-23.0,23,527.271522
-51.0,51,527.310468
-26.0,26,527.325006
-51.0,51,527.360769
-26.0,26,527.392228
-12.0,12,527.427778
-51.0,51,527.436888
-51.0,51,527.50184
-51.0,51,527.546842
-47.0,47,527.6571
-51.0,51,527.661235
-5.0,5,527.680948
-51.0,51,527.725366
-51.0,51,527.752367
-42.0,42,527.788118
-24.0,24,527.790839
-2.0,2,527.796397
-11.0,11,527.819297
-25.0,25,527.822253
-9.0,9,527.822296
-51.0,51,527.831152
-7.0,7,527.842747
-4.0,4,527.854143
-15.0,15,527.865564
-20.0,20,527.878942
-49.0,49,527.977467
-51.0,51,528.019167
-11.0,11,528.02369
-51.0,51,528.036816
-51.0,51,528.054258
-9.0,9,528.075469
-30.0,30,528.153446
-18.0,18,528.153499
-51.0,51,528.22324
-51.0,51,528.246625
-31.0,31,528.255638
-51.0,51,528.336031
-51.0,51,528.427465
-51.0,51,528.456653
-51.0,51,528.470529
-5.0,5,528.478788
-43.0,43,528.521493
-51.0,51,528.605532
-51.0,51,528.638649
-51.0,51,528.644768
-47.0,47,528.6685
-27.0,27,528.702866
-14.0,14,528.702918
-11.0,11,528.716097
-5.0,5,528.724498
-9.0,9,528.761329
-21.0,21,528.789551
-51.0,51,528.853213
-41.0,41,528.88659
-18.0,18,528.918654
-41.0,41,528.957568
-51.0,51,528.970423
-18.0,18,528.996141
-5.0,5,529.012036
-10.0,10,529.051468
-44.0,44,529.060191
-25.0,25,529.068888
-51.0,51,529.16586
-8.0,8,529.199102
-40.0,40,529.228463
-51.0,51,529.265108
-51.0,51,529.281342
-10.0,10,529.305771
-2.0,2,529.31278
-51.0,51,529.384411
-51.0,51,529.404047
-51.0,51,529.447635
-51.0,51,529.481924
-51.0,51,529.581113
-5.0,5,529.601362
-51.0,51,529.61002
-51.0,51,529.664232
-51.0,51,529.697525
-10.0,10,529.705589
-23.0,23,529.780493
-46.0,46,529.786322
-51.0,51,529.795167
-20.0,20,529.865051
-51.0,51,529.898054
-14.0,14,529.956062
-51.0,51,529.985392
-51.0,51,530.006212
-36.0,36,530.014652
-2.0,2,530.023022
-13.0,13,530.039517
-22.0,22,530.047827
-6.0,6,530.064195
-15.0,15,530.08395
-5.0,5,530.08401
-11.0,11,530.125169
-25.0,25,530.180247
-20.0,20,530.205154
-51.0,51,530.209433
-48.0,48,530.231708
-17.0,17,530.26033
-11.0,11,530.292032
-51.0,51,530.353073
-18.0,18,530.361748
-51.0,51,530.37884
-44.0,44,530.383003
-9.0,9,530.391623
-27.0,27,530.46748
-33.0,33,530.499301
-2.0,2,530.505397
-51.0,51,530.549968
-51.0,51,530.559127
-17.0,17,530.610697
-51.0,51,530.621691
-43.0,43,530.643661
-20.0,20,530.68
-51.0,51,530.719662
-21.0,21,530.764785
-2.0,2,530.773109
-40.0,40,530.773159
-6.0,6,530.798842
-22.0,22,530.816283
-51.0,51,530.843965
-24.0,24,530.879062
-21.0,21,530.892019
-10.0,10,530.924038
-51.0,51,531.014901
-29.0,29,531.035869
-51.0,51,531.040499
-51.0,51,531.071711
-17.0,17,531.096826
-24.0,24,531.099685
-28.0,28,531.170687
-43.0,43,531.196633
-51.0,51,531.284593
-51.0,51,531.288979
-48.0,48,531.349442
-51.0,51,531.375619
-23.0,23,531.432422
-15.0,15,531.435465
-51.0,51,531.469826
-51.0,51,531.473015
-15.0,15,531.4819
-6.0,6,531.499495
-20.0,20,531.531891
-3.0,3,531.543293
-22.0,22,531.57868
-6.0,6,531.607571
-51.0,51,531.613954
-51.0,51,531.65774
-4.0,4,531.669127
-3.0,3,531.67789
-40.0,40,531.702163
-47.0,47,531.783062
-51.0,51,531.802338
-51.0,51,531.881862
-51.0,51,531.907833
-7.0,7,531.937495
-37.0,37,531.959882
-51.0,51,531.999065
-2.0,2,532.013477
-4.0,4,532.031038
-51.0,51,532.110701
-51.0,51,532.152007
-51.0,51,532.167366
-29.0,29,532.209388
-51.0,51,532.227471
-6.0,6,532.257241
-42.0,42,532.332299
-40.0,40,532.346515
-51.0,51,532.434947
-51.0,51,532.479852
-38.0,38,534.981446
-5.0,5,535.002332
-51.0,51,535.046526
-34.0,34,535.067512
-15.0,15,535.101553
-37.0,37,535.141996
-51.0,51,535.163143
-5.0,5,535.181435
-21.0,21,535.22547
-2.0,2,535.233983
-51.0,51,535.257267
-48.0,48,535.277456
-9.0,9,535.283221
-29.0,29,535.333615
-13.0,13,535.333667
-51.0,51,535.37675
-11.0,11,535.381109
-8.0,8,535.416679
-51.0,51,535.490063
-3.0,3,535.502213
-51.0,51,535.553262
-4.0,4,535.5708
-51.0,51,535.595825
-51.0,51,535.634072
-22.0,22,535.660374
-16.0,16,535.660429
-51.0,51,535.697744
-30.0,30,535.75221
-38.0,38,535.756578
-3.0,3,535.765444
-12.0,12,535.808756
-51.0,51,535.843196
-23.0,23,535.864096
-8.0,8,535.876643
-51.0,51,535.897032
-14.0,14,535.921404
-18.0,18,535.97158
-51.0,51,536.008744
-51.0,51,536.077697
-51.0,51,536.124258
-51.0,51,536.16846
-51.0,51,536.202846
-45.0,45,536.232121
-35.0,35,536.235243
-46.0,46,536.311879
-31.0,31,536.342763
-3.0,3,536.355842
-13.0,13,536.368728
-51.0,51,536.385965
-8.0,8,536.40251
-14.0,14,536.415246
-51.0,51,536.432314
-38.0,38,536.538503
-51.0,51,536.56448
-51.0,51,536.582248
-4.0,4,536.582311
-7.0,7,536.612245
-51.0,51,536.612308
-5.0,5,536.632819
-32.0,32,536.674081
-23.0,23,536.678333
-3.0,3,536.69051
-4.0,4,536.690567
-16.0,16,536.698607
-10.0,10,536.73168
-51.0,51,536.823482
-13.0,13,536.875569
-46.0,46,536.879903
-51.0,51,536.908799
-51.0,51,536.93182
-3.0,3,536.940459
-20.0,20,536.946307
-4.0,4,536.952124
-2.0,2,536.952168
-18.0,18,537.003781
-34.0,34,537.006789
-23.0,23,537.018875
-51.0,51,537.040844
-17.0,17,537.072176
-14.0,14,537.101688
-51.0,51,537.208194
-35.0,35,537.208265
-51.0,51,537.225256
-5.0,5,537.229134
-9.0,9,537.262974
-15.0,15,537.293151
-51.0,51,537.306061
-11.0,11,537.309948
-2.0,2,537.318145
-18.0,18,537.363513
-51.0,51,537.408211
-15.0,15,537.416908
-2.0,2,537.425088
-43.0,43,537.472154
-51.0,51,537.515519
-13.0,13,537.55253
-31.0,31,537.572585
-51.0,51,537.587476
-51.0,51,537.599688
-10.0,10,537.60295
-15.0,15,537.644296
-13.0,13,537.683954
-2.0,2,537.690116
-49.0,49,537.699286
-51.0,51,537.742581
-51.0,51,537.758115
-11.0,11,537.807477
-4.0,4,537.82678
-35.0,35,537.83123
-6.0,6,537.854061
-6.0,6,537.858586
-51.0,51,537.886108
-51.0,51,537.937956
-10.0,10,537.983392
-51.0,51,538.030318
-51.0,51,538.03359
-3.0,3,538.039587
-51.0,51,538.055213
-51.0,51,538.138669
-51.0,51,538.190758
-51.0,51,538.197317
-4.0,4,538.203317
-51.0,51,538.212514
-3.0,3,538.212572
-8.0,8,538.221675
-6.0,6,538.240399
-26.0,26,538.302242
-51.0,51,538.30656
-4.0,4,538.320925
-37.0,37,538.353455
-6.0,6,538.380251
-11.0,11,538.429228
-51.0,51,538.455706
-13.0,13,538.486379
-51.0,51,538.534365
-51.0,51,538.547336
-9.0,9,538.586011
-14.0,14,538.591947
-51.0,51,538.66655
-22.0,22,538.671301
-51.0,51,538.697595
-10.0,10,538.71401
-20.0,20,538.796737
-51.0,51,538.801074
-51.0,51,538.872587
-21.0,21,538.881173
-51.0,51,538.901619
-51.0,51,538.988253
-33.0,33,539.022041
-20.0,20,539.054661
-51.0,51,539.054717
-51.0,51,539.060942
-5.0,5,539.069719
-4.0,4,539.081285
-51.0,51,539.175076
-42.0,42,539.187047
-51.0,51,539.208654
-51.0,51,539.235854
-19.0,19,539.277166
-51.0,51,539.369098
-51.0,51,539.381276
-51.0,51,539.444767
-20.0,20,539.458833
-45.0,45,539.458887
-28.0,28,539.477755
-23.0,23,539.557311
-39.0,39,539.621278
-44.0,44,539.624084
-11.0,11,539.652632
-12.0,12,539.658328
-51.0,51,539.667167
-33.0,33,539.670282
-3.0,3,539.678621
-33.0,33,539.81455
-51.0,51,539.856396
-47.0,47,539.864933
-51.0,51,539.864993
-9.0,9,539.90102
-37.0,37,540.002318
-51.0,51,540.010838
-51.0,51,540.053128
-51.0,51,540.099705
-23.0,23,540.149613
-46.0,46,540.201168
-51.0,51,540.213396
-6.0,6,540.235506
-51.0,51,540.283324
-51.0,51,540.331946
-15.0,15,540.343826
-51.0,51,540.387155
-51.0,51,540.42507
-11.0,11,540.432994
-11.0,11,540.472655
-35.0,35,540.485149
-46.0,46,540.517961
-33.0,33,540.607443
-51.0,51,540.621739
-5.0,5,540.621803
-40.0,40,540.665504
-51.0,51,540.678016
-19.0,19,540.69008
-5.0,5,540.69835
-15.0,15,540.752882
-49.0,49,540.816315
-10.0,10,540.857567
-51.0,51,540.877587
-51.0,51,540.901284
-47.0,47,540.927222
-7.0,7,540.94753
-51.0,51,541.018088
-4.0,4,541.035536
-51.0,51,541.039988
-51.0,51,541.075698
-2.0,2,541.084084
-51.0,51,541.142735
-51.0,51,541.251335
-51.0,51,541.255447
-10.0,10,541.291863
-51.0,51,541.29595
-50.0,50,541.333134
-32.0,32,541.406802
-51.0,51,541.444592
-51.0,51,541.471639
-51.0,51,541.517791
-6.0,6,541.544421
-51.0,51,541.599972
-44.0,44,541.605862
-3.0,3,541.608923
-51.0,51,541.66761
-51.0,51,541.752703
-13.0,13,541.798081
-51.0,51,541.804304
-51.0,51,541.807433
-4.0,4,541.818949
-51.0,51,541.851297
-30.0,30,541.892338
-51.0,51,541.948843
-6.0,6,541.96691
-26.0,26,541.970425
-51.0,51,541.970476
-51.0,51,542.008075
-18.0,18,542.034467
-13.0,13,542.092026
-30.0,30,542.139801
-2.0,2,542.148643
-48.0,48,542.17028
-51.0,51,542.182875
-32.0,32,542.229004
-51.0,51,542.336468
-46.0,46,542.336522
-3.0,3,542.345276
-4.0,4,542.357275
-51.0,51,542.360386
-51.0,51,542.398252
-28.0,28,542.472124
-51.0,51,542.535525
-51.0,51,542.565041
-51.0,51,542.613487
-2.0,2,542.62055
-14.0,14,544.885776
-51.0,51,544.889566
-15.0,15,544.936052
-51.0,51,544.938691
-20.0,20,544.951531
-51.0,51,544.956912
-15.0,15,544.974724
-51.0,51,545.094442
-51.0,51,545.114685
-51.0,51,545.122829
-5.0,5,545.145793
-9.0,9,545.154226
-51.0,51,545.15428
-21.0,21,545.182815
-28.0,28,545.257531
-33.0,33,545.285393
-51.0,51,545.352014
-51.0,51,545.371643
-31.0,31,545.388525
-51.0,51,545.425101
-14.0,14,545.428065
-29.0,29,545.433798
-5.0,5,545.448216
-34.0,34,545.478585
-12.0,12,545.519611
-35.0,35,545.543333
-51.0,51,545.61388
-51.0,51,545.643276
-27.0,27,545.655645
-15.0,15,545.707736
-51.0,51,545.71098
-29.0,29,545.719806
-8.0,8,545.734553
-28.0,28,545.737708
-24.0,24,545.790405
-51.0,51,545.882676
-51.0,51,545.918383
-51.0,51,545.923577
-38.0,38,545.945244
-7.0,7,545.949279
-2.0,2,545.953372
-11.0,11,545.96935
-50.0,50,546.076754
-51.0,51,546.147207
-51.0,51,546.151472
-2.0,2,546.155503
-51.0,51,546.168072
-44.0,44,546.236503
-35.0,35,546.269896
-4.0,4,546.280837
-51.0,51,546.318799
-51.0,51,546.327908
-45.0,45,546.394953
-2.0,2,546.403995
-3.0,3,546.415779
-46.0,46,546.457322
-31.0,31,546.461057
-15.0,15,546.508797
-51.0,51,546.514788
-51.0,51,546.600202
-28.0,28,546.606402
-51.0,51,546.633882
-48.0,48,546.695118
-51.0,51,546.776023
-51.0,51,546.782064
-4.0,4,546.793949
-33.0,33,546.794011
-51.0,51,546.803069
-4.0,4,546.807466
-17.0,17,546.87087
-41.0,41,546.944929
-51.0,51,546.963035
-46.0,46,546.981258
-15.0,15,547.045499
-51.0,51,547.079489
-51.0,51,547.162769
-51.0,51,547.17924
-12.0,12,547.213575
-2.0,2,547.219391
-51.0,51,547.233758
-51.0,51,547.256813
-22.0,22,547.297636
-51.0,51,547.315471
-15.0,15,547.371925
-51.0,51,547.385165
-8.0,8,547.406343
-51.0,51,547.441306
-51.0,51,547.50113
-16.0,16,547.554698
-51.0,51,547.583667
-51.0,51,547.598405
-51.0,51,547.627493
-29.0,29,547.745897
-50.0,50,547.745962
-51.0,51,547.771948
-48.0,48,547.777845
-40.0,40,547.877497
-51.0,51,547.928456
-51.0,51,547.969557
-51.0,51,547.978346
-14.0,14,547.990488
-51.0,51,548.07994
-3.0,3,548.088585
-51.0,51,548.147454
-51.0,51,548.153444
-51.0,51,548.162168
-6.0,6,548.180139
-17.0,17,548.243098
-51.0,51,548.260769
-6.0,6,548.260838
-35.0,35,548.269625
-14.0,14,548.302455
-51.0,51,548.311462
-27.0,27,548.341317
-51.0,51,548.442598
-51.0,51,548.49358
-51.0,51,548.509594
-51.0,51,548.551365
-10.0,10,548.593409
-14.0,14,548.640454
-51.0,51,548.649475
-5.0,5,548.655424
-51.0,51,548.681403
-12.0,12,548.690546
-51.0,51,548.690609
-51.0,51,548.841312
-40.0,40,548.841378
-37.0,37,548.841391
-51.0,51,548.896188
-24.0,24,548.924356
-51.0,51,549.004583
-51.0,51,549.004636
-51.0,51,549.06571
-21.0,21,549.086205
-51.0,51,549.094987
-23.0,23,549.132723
-51.0,51,549.175566
-26.0,26,549.217982
-51.0,51,549.258188
-51.0,51,549.2713
-2.0,2,549.279646
-51.0,51,549.386512
-29.0,29,549.402607
-51.0,51,549.435906
-2.0,2,549.444358
-51.0,51,549.474002
-26.0,26,549.494367
-15.0,15,549.535166
-51.0,51,549.612508
-26.0,26,549.641327
-37.0,37,549.645222
-51.0,51,549.652609
-15.0,15,549.666483
-2.0,2,549.672324
-15.0,15,549.695407
-51.0,51,549.815912
-51.0,51,549.820252
-51.0,51,549.857797
-49.0,49,549.882177
-17.0,17,549.928243
-9.0,9,549.96512
-26.0,26,549.988887
-51.0,51,550.02476
-51.0,51,550.029011
-27.0,27,550.105552
-29.0,29,550.114084
-48.0,48,550.123148
-7.0,7,550.126231
-8.0,8,550.150828
-9.0,9,550.150879
-51.0,51,550.150891
-38.0,38,550.254095
-50.0,50,550.354942
-51.0,51,550.359409
-51.0,51,550.359452
-32.0,32,550.388649
-4.0,4,550.404511
-25.0,25,550.457967
-36.0,36,550.498684
-51.0,51,550.541338
-51.0,51,550.577273
-14.0,14,550.59049
-51.0,51,550.633712
-19.0,19,550.671731
-22.0,22,550.671782
-51.0,51,550.684541
-34.0,34,550.788258
-38.0,38,550.799685
-51.0,51,550.817279
-51.0,51,550.854409
-15.0,15,550.867514
-21.0,21,550.876105
-51.0,51,550.985529
-35.0,35,551.014404
-51.0,51,551.069299
-4.0,4,551.085538
-51.0,51,551.089659
-39.0,39,551.146024
-30.0,30,551.203584
-17.0,17,551.211618
-51.0,51,551.219819
-51.0,51,551.27912
-51.0,51,551.378863
-51.0,51,551.387766
-51.0,51,551.398148
-21.0,21,551.448726
-51.0,51,551.452608
-5.0,5,551.470951
-21.0,21,551.565377
-5.0,5,551.586513
-51.0,51,551.590624
-51.0,51,551.596656
-17.0,17,551.639863
-51.0,51,551.648822
-20.0,20,551.69892
-40.0,40,551.705092
-51.0,51,551.747566
-51.0,51,551.80451
-36.0,36,551.813798
-36.0,36,551.886313
-51.0,51,551.892164
-18.0,18,551.898129
-4.0,4,551.909269
-42.0,42,551.993726
-29.0,29,552.030871
-51.0,51,552.11075
-51.0,51,552.114956
-41.0,41,552.163443
-9.0,9,552.199724
-51.0,51,552.240808
-2.0,2,552.248834
-51.0,51,552.318126
-51.0,51,552.322377
-19.0,19,552.326512
-4.0,4,552.338187
-10.0,10,552.364687
-5.0,5,552.3842
-51.0,51,552.404829
-39.0,39,554.782097
-34.0,34,554.782167
-3.0,3,554.793115
-51.0,51,554.870023
-51.0,51,554.889631
-51.0,51,554.956565
-51.0,51,554.96863
-13.0,13,555.008142
-51.0,51,555.048919
-51.0,51,555.07046
-35.0,35,555.140296
-51.0,51,555.140361
-5.0,5,555.156223
-14.0,14,555.213266
-51.0,51,555.252727
-51.0,51,555.273127
-26.0,26,555.319303
-51.0,51,555.343994
-21.0,21,555.393543
-45.0,45,555.429446
-51.0,51,555.432514
-17.0,17,555.49451
-51.0,51,555.517296
-9.0,9,555.525789
-51.0,51,555.567495
-17.0,17,555.576447
-11.0,11,555.622256
-51.0,51,555.626658
-51.0,51,555.728657
-51.0,51,555.763295
-41.0,41,555.774731
-21.0,21,555.788884
-51.0,51,555.80067
-13.0,13,555.800734
-31.0,31,555.915814
-7.0,7,555.94087
-51.0,51,555.958779
-2.0,2,555.967582
-51.0,51,555.980563
-51.0,51,555.997561
-12.0,12,556.013577
-14.0,14,556.054064
-51.0,51,556.13195
-51.0,51,556.170423
-51.0,51,556.187224
-20.0,20,556.216594
-17.0,17,556.255929
-22.0,22,556.260173
-51.0,51,556.264779
-31.0,31,556.369447
-34.0,34,556.375168
-4.0,4,556.381002
-38.0,38,556.383964
-51.0,51,556.396896
-7.0,7,556.413645
-7.0,7,556.441977
-7.0,7,556.472351
-27.0,27,556.485381
-4.0,4,556.489439
-12.0,12,556.534532
-51.0,51,556.589652
-15.0,15,556.59368
-51.0,51,556.606596
-7.0,7,556.619534
-36.0,36,556.636259
-10.0,10,556.636308
-7.0,7,556.648473
-5.0,5,556.657044
-15.0,15,556.710944
-19.0,19,556.715096
-2.0,2,556.723464
-8.0,8,556.744858
-51.0,51,556.804159
-27.0,27,556.815362
-45.0,45,556.821236
-34.0,34,556.849538
-25.0,25,556.877613
-19.0,19,556.907023
-51.0,51,556.967936
-51.0,51,556.974305
-24.0,24,556.980401
-6.0,6,556.99848
-11.0,11,557.007453
-5.0,5,557.022479
-51.0,51,557.031965
-8.0,8,557.047521
-10.0,10,557.062859
-22.0,22,557.06586
-11.0,11,557.096511
-51.0,51,557.1242
-32.0,32,557.146176
-51.0,51,557.225393
-51.0,51,557.257336
-51.0,51,557.285979
-45.0,45,557.289248
-42.0,42,557.389469
-38.0,38,557.415837
-51.0,51,557.498557
-51.0,51,557.501986
-51.0,51,557.568697
-51.0,51,557.587127
-31.0,31,557.593178
-2.0,2,557.599261
-39.0,39,557.620872
-25.0,25,557.690687
-26.0,26,557.726888
-41.0,41,557.745249
-51.0,51,557.762673
-9.0,9,557.784559
-33.0,33,557.83528
-27.0,27,557.878603
-35.0,35,557.878655
-27.0,27,557.89943
-18.0,18,557.951682
-3.0,3,557.960739
-27.0,27,557.963798
-47.0,47,557.993354
-11.0,11,558.026015
-51.0,51,558.035174
-5.0,5,558.041431
-5.0,5,558.050861
-16.0,16,558.101415
-51.0,51,558.133998
-51.0,51,558.13735
-5.0,5,558.149149
-33.0,33,558.17105
-16.0,16,558.193783
-51.0,51,558.307281
-51.0,51,558.358728
-51.0,51,558.388488
-7.0,7,558.388539
-2.0,2,558.396647
-51.0,51,558.409568
-29.0,29,558.42615
-46.0,46,558.578409
-51.0,51,558.588579
-51.0,51,558.604408
-51.0,51,558.62151
-8.0,8,558.636713
-5.0,5,558.641304
-5.0,5,558.659438
-26.0,26,558.671032
-34.0,34,558.702668
-14.0,14,558.745206
-34.0,34,558.760347
-4.0,4,558.772251
-10.0,10,558.775008
-51.0,51,558.792891
-17.0,17,558.825393
-51.0,51,558.825447
-25.0,25,558.892597
-51.0,51,558.980217
-40.0,40,559.002044
-7.0,7,559.025117
-49.0,49,559.031044
-15.0,15,559.103155
-51.0,51,559.120598
-5.0,5,559.147016
-51.0,51,559.211827
-23.0,23,559.216291
-10.0,10,559.267854
-51.0,51,559.271195
-14.0,14,559.276961
-51.0,51,559.371367
