#{"t_start": 1664969536.207807, "env_id": null}
r,l,t
-51.0,51,131.361648
-13.0,13,131.396643
-19.0,19,131.445064
-51.0,51,131.473062
-36.0,36,131.525066
-27.0,27,131.533927
-51.0,51,131.54688
-5.0,5,131.553045
-3.0,3,131.556082
-51.0,51,131.631483
-7.0,7,131.65278
-38.0,38,131.671414
-51.0,51,131.686701
-51.0,51,131.708388
-19.0,19,131.76693
-51.0,51,131.809668
-51.0,51,131.829009
-51.0,51,131.845068
-26.0,26,131.848246
-18.0,18,131.902626
-50.0,50,131.997581
-4.0,4,132.009794
-51.0,51,132.018918
-51.0,51,132.040648
-10.0,10,132.045284
-15.0,15,132.079976
-51.0,51,132.115817
-26.0,26,132.154286
-23.0,23,132.211543
-18.0,18,132.223315
-51.0,51,132.246322
-46.0,46,132.255414
-11.0,11,132.287807
-51.0,51,132.376443
-51.0,51,132.394073
-51.0,51,132.429061
-48.0,48,132.47491
-5.0,5,132.49579
-4.0,4,132.510894
-51.0,51,132.566194
-3.0,3,132.575158
-22.0,22,132.575228
-51.0,51,132.578491
-51.0,51,132.602382
-10.0,10,132.608175
-6.0,6,132.626446
-51.0,51,132.72912
-51.0,51,132.729173
-51.0,51,132.756887
-12.0,12,132.766045
-51.0,51,132.781494
-16.0,16,132.83087
-5.0,5,132.853302
-25.0,25,132.85748
-21.0,21,132.874579
-51.0,51,132.93048
-21.0,21,132.965186
-4.0,4,132.981494
-34.0,34,132.996032
-20.0,20,133.004513
-10.0,10,133.010182
-5.0,5,133.010225
-42.0,42,133.015853
-13.0,13,133.060714
-15.0,15,133.060781
-51.0,51,133.202737
-51.0,51,133.211267
-7.0,7,133.232017
-45.0,45,133.247853
-46.0,46,133.25071
-22.0,22,133.310498
-37.0,37,133.327819
-51.0,51,133.396233
-51.0,51,133.410994
-26.0,26,133.476939
-51.0,51,133.477005
-51.0,51,133.504477
-48.0,48,133.594831
-51.0,51,133.686796
-51.0,51,133.686869
-25.0,25,133.689778
-4.0,4,133.698543
-2.0,2,133.704527
-51.0,51,133.704583
-5.0,5,133.719021
-14.0,14,133.760654
-21.0,21,133.766684
-12.0,12,133.803097
-49.0,49,133.836573
-51.0,51,133.839864
-3.0,3,133.845875
-35.0,35,133.867679
-31.0,31,133.935226
-51.0,51,133.959925
-51.0,51,134.003321
-51.0,51,134.025714
-15.0,15,134.05128
-38.0,38,134.054628
-18.0,18,134.114625
-21.0,21,134.124141
-51.0,51,134.129266
-13.0,13,134.188411
-51.0,51,134.224935
-2.0,2,134.233693
-37.0,37,134.289102
-18.0,18,134.311868
-51.0,51,134.343929
-44.0,44,134.38375
-37.0,37,134.467397
-51.0,51,134.473637
-30.0,30,134.473689
-2.0,2,134.479887
-51.0,51,134.489437
-8.0,8,134.504836
-9.0,9,134.532744
-37.0,37,134.589748
-51.0,51,134.644128
-51.0,51,134.671068
-20.0,20,134.673984
-51.0,51,134.713475
-29.0,29,134.759638
-42.0,42,134.802463
-51.0,51,134.805798
-37.0,37,134.827211
-26.0,26,134.917845
-51.0,51,134.931302
-2.0,2,134.93996
-51.0,51,134.993262
-51.0,51,134.997933
-11.0,11,135.033228
-24.0,24,135.037244
-51.0,51,135.132083
-39.0,39,135.157255
-38.0,38,135.198145
-27.0,27,135.229247
-51.0,51,135.232369
-10.0,10,135.260776
-51.0,51,135.321706
-39.0,39,135.36096
-51.0,51,135.365957
-14.0,14,135.423498
-47.0,47,135.444312
-6.0,6,135.448524
-4.0,4,135.46564
-35.0,35,135.473902
-43.0,43,135.548084
-21.0,21,135.559989
-15.0,15,135.610492
-51.0,51,135.654704
-51.0,51,135.674917
-5.0,5,135.674978
-30.0,30,135.68332
-7.0,7,135.712001
-13.0,13,135.728814
-51.0,51,135.821894
-42.0,42,135.887118
-51.0,51,135.887195
-51.0,51,135.939981
-51.0,51,136.01178
-40.0,40,136.02612
-11.0,11,136.072601
-51.0,51,136.072656
-9.0,9,136.113445
-51.0,51,136.128209
-51.0,51,136.194044
-26.0,26,136.194113
-41.0,41,136.211634
-13.0,13,136.232151
-51.0,51,136.283509
-51.0,51,136.356812
-51.0,51,136.384432
-51.0,51,136.415608
-51.0,51,136.484665
-51.0,51,136.562415
-43.0,43,136.584272
-51.0,51,136.588836
-26.0,26,136.660151
-51.0,51,136.669206
-9.0,9,136.695631
-51.0,51,136.75075
-51.0,51,136.755336
-10.0,10,136.795078
-51.0,51,136.839039
-51.0,51,136.874787
-20.0,20,136.899143
-11.0,11,136.90783
-3.0,3,136.916939
-51.0,51,136.932465
-51.0,51,136.959681
-27.0,27,137.04618
-51.0,51,137.05906
-47.0,47,137.065176
-6.0,6,137.083276
-51.0,51,137.092566
-7.0,7,137.104872
-32.0,32,137.155398
-18.0,18,137.159756
-17.0,17,137.211505
-22.0,22,137.22406
-51.0,51,137.227678
-51.0,51,137.274216
-18.0,18,137.280515
-8.0,8,137.305566
-27.0,27,137.358926
-51.0,51,137.372033
-22.0,22,137.37524
-51.0,51,137.388894
-7.0,7,137.395414
-16.0,16,137.426822
-16.0,16,137.445536
-8.0,8,137.470753
-15.0,15,137.474004
-34.0,34,137.496021
-9.0,9,137.499152
-51.0,51,137.52134
-15.0,15,137.546599
-34.0,34,139.838909
-51.0,51,139.874133
-13.0,13,139.885066
-51.0,51,139.919696
-43.0,43,139.919744
-22.0,22,139.937418
-16.0,16,139.960639
-51.0,51,140.02831
-29.0,29,140.051028
-2.0,2,140.056623
-3.0,3,140.065104
-11.0,11,140.065149
-51.0,51,140.068152
-51.0,51,140.087572
-20.0,20,140.130952
-51.0,51,140.256189
-51.0,51,140.260035
-32.0,32,140.260077
-4.0,4,140.272723
-51.0,51,140.289396
-4.0,4,140.30368
-12.0,12,140.306528
-13.0,13,140.317859
-7.0,7,140.337558
-8.0,8,140.360709
-35.0,35,140.37218
-21.0,21,140.449882
-51.0,51,140.474526
-51.0,51,140.478712
-16.0,16,140.53956
-51.0,51,140.548366
-9.0,9,140.565348
-34.0,34,140.589249
-22.0,22,140.613056
-51.0,51,140.622187
-2.0,2,140.628188
-24.0,24,140.637237
-5.0,5,140.651915
-23.0,23,140.681463
-4.0,4,140.693379
-15.0,15,140.739043
-30.0,30,140.742359
-51.0,51,140.742411
-9.0,9,140.769961
-51.0,51,140.782458
-20.0,20,140.830818
-4.0,4,140.843434
-34.0,34,140.843493
-16.0,16,140.892546
-51.0,51,140.899098
-42.0,42,140.911517
-5.0,5,140.914804
-51.0,51,141.003816
-51.0,51,141.053838
-51.0,51,141.073026
-51.0,51,141.07647
-41.0,41,141.132655
-7.0,7,141.159673
-36.0,36,141.20221
-51.0,51,141.239892
-51.0,51,141.271322
-39.0,39,141.33302
-8.0,8,141.362012
-51.0,51,141.406205
-51.0,51,141.42973
-11.0,11,141.43848
-51.0,51,141.44736
-36.0,36,141.46808
-18.0,18,141.50119
-51.0,51,141.583237
-51.0,51,141.592466
-6.0,6,141.617809
-51.0,51,141.635821
-6.0,6,141.644555
-51.0,51,141.683503
-30.0,30,141.765803
-22.0,22,141.775984
-51.0,51,141.790452
-8.0,8,141.790516
-39.0,39,141.799114
-16.0,16,141.82236
-10.0,10,141.851407
-51.0,51,141.966363
-51.0,51,141.966431
-51.0,51,141.979591
-10.0,10,142.011263
-47.0,47,142.028887
-17.0,17,142.09839
-37.0,37,142.106859
-9.0,9,142.132799
-51.0,51,142.147107
-11.0,11,142.164678
-10.0,10,142.176722
-51.0,51,142.185566
-2.0,2,142.191303
-13.0,13,142.228788
-2.0,2,142.234793
-51.0,51,142.246973
-9.0,9,142.262122
-51.0,51,142.316846
-51.0,51,142.329118
-16.0,16,142.366441
-51.0,51,142.412708
-51.0,51,142.428177
-39.0,39,142.526404
-51.0,51,142.526457
-37.0,37,142.589408
-23.0,23,142.623575
-24.0,24,142.627984
-51.0,51,142.62803
-7.0,7,142.652216
-6.0,6,142.652266
-51.0,51,142.769807
-51.0,51,142.796251
-13.0,13,142.807945
-51.0,51,142.814165
-51.0,51,142.814225
-13.0,13,142.852602
-11.0,11,142.885433
-51.0,51,142.948922
-51.0,51,142.961022
-51.0,51,142.967431
-2.0,2,142.967492
-12.0,12,142.985785
-6.0,6,143.004614
-51.0,51,143.044136
-25.0,25,143.048934
-10.0,10,143.094471
-14.0,14,143.10767
-5.0,5,143.116781
-51.0,51,143.16468
-23.0,23,143.207029
-51.0,51,143.215791
-13.0,13,143.219823
-51.0,51,143.32349
-2.0,2,143.329204
-51.0,51,143.402108
-20.0,20,143.406325
-51.0,51,143.410512
-3.0,3,143.414612
-51.0,51,143.414649
-26.0,26,143.503794
-51.0,51,143.591409
-51.0,51,143.595894
-51.0,51,143.600259
-51.0,51,143.709692
-51.0,51,143.778445
-51.0,51,143.781713
-51.0,51,143.784938
-27.0,27,143.790682
-3.0,3,143.793599
-17.0,17,143.843863
-45.0,45,143.944436
-51.0,51,143.966527
-51.0,51,143.983649
-15.0,15,144.00454
-51.0,51,144.054618
-13.0,13,144.059076
-32.0,32,144.114733
-51.0,51,144.169517
-51.0,51,144.242893
-51.0,51,144.247455
-44.0,44,144.269632
-10.0,10,144.280897
-17.0,17,144.297767
-44.0,44,144.312586
-23.0,23,144.367086
-51.0,51,144.445852
-51.0,51,144.463274
-7.0,7,144.492066
-51.0,51,144.504087
-51.0,51,144.558607
-51.0,51,144.628557
-49.0,49,144.654994
-51.0,51,144.673061
-51.0,51,144.741374
-22.0,22,144.758845
-15.0,15,144.805052
-51.0,51,144.817615
-2.0,2,144.825537
-50.0,50,144.850456
-19.0,19,144.884637
-51.0,51,144.972306
-2.0,2,144.980614
-7.0,7,145.004569
-45.0,45,145.024572
-51.0,51,145.02462
-51.0,51,145.065548
-36.0,36,145.130247
-28.0,28,145.148058
-51.0,51,145.154149
-51.0,51,145.175263
-18.0,18,145.184242
-32.0,32,145.251602
-13.0,13,145.290983
-51.0,51,145.307111
-51.0,51,145.346922
-2.0,2,145.355518
-51.0,51,145.360155
-51.0,51,145.532061
-51.0,51,145.54801
-4.0,4,145.563132
-48.0,48,145.579275
-51.0,51,145.59478
-11.0,11,145.62237
-29.0,29,145.644933
-40.0,40,145.722614
-51.0,51,145.731586
-37.0,37,145.734459
-5.0,5,145.737347
-18.0,18,145.791528
-51.0,51,145.79758
-5.0,5,145.812133
-27.0,27,145.824916
-51.0,51,145.913462
-46.0,46,145.955826
-51.0,51,145.990637
-2.0,2,145.996775
-51.0,51,146.000121
-33.0,33,146.053826
-19.0,19,146.053881
-51.0,51,146.066293
-26.0,26,146.078627
-23.0,23,146.139079
-7.0,7,146.161579
-37.0,37,146.195138
-2.0,2,146.20137
-51.0,51,146.21396
-51.0,51,146.214021
-12.0,12,146.238947
-2.0,2,146.245302
-5.0,5,146.261253
-41.0,41,146.296547
-15.0,15,146.314616
-3.0,3,146.323671
-36.0,36,146.332825
-12.0,12,146.332874
-51.0,51,146.379085
-22.0,22,146.449142
-5.0,5,146.471997
-48.0,48,146.485584
-51.0,51,146.504444
-51.0,51,146.504508
-15.0,15,146.522639
-24.0,24,146.558759
-24.0,24,146.59557
-51.0,51,146.672296
-51.0,51,146.672367
-51.0,51,146.751112
-29.0,29,146.784294
-51.0,51,146.787692
-40.0,40,146.820375
-34.0,34,146.890559
-5.0,5,146.905583
-51.0,51,146.909108
-41.0,41,146.915286
-17.0,17,149.183498
-51.0,51,149.198421
-20.0,20,149.198467
-27.0,27,149.210989
-33.0,33,149.289772
-3.0,3,149.301764
-49.0,49,149.322324
-51.0,51,149.343875
-3.0,3,149.352035
-51.0,51,149.357937
-40.0,40,149.414689
-8.0,8,149.438846
-51.0,51,149.468011
-9.0,9,149.494308
-21.0,21,149.500546
-51.0,51,149.500608
-51.0,51,149.506777
-21.0,21,149.565544
-24.0,24,149.575221
-30.0,30,149.587795
-31.0,31,149.681069
-51.0,51,149.684274
-11.0,11,149.717099
-51.0,51,149.751005
-51.0,51,149.763497
-10.0,10,149.794065
-51.0,51,149.836787
-51.0,51,149.874021
-28.0,28,149.880292
-51.0,51,149.909018
-24.0,24,149.912411
-10.0,10,149.912459
-10.0,10,149.941689
-8.0,8,149.968794
-38.0,38,149.998851
-15.0,15,150.020386
-14.0,14,150.054022
-46.0,46,150.074028
-51.0,51,150.091392
-17.0,17,150.160007
-37.0,37,150.165339
-51.0,51,150.281051
-46.0,46,150.284578
-21.0,21,150.35973
-51.0,51,150.385272
-51.0,51,150.390099
-11.0,11,150.408297
-7.0,7,150.4257
-51.0,51,150.494856
-30.0,30,150.527347
-4.0,4,150.546403
-47.0,47,150.632164
-51.0,51,150.658671
-36.0,36,150.693174
-51.0,51,150.705996
-31.0,31,150.7336
-11.0,11,150.769623
-51.0,51,150.834425
-18.0,18,150.844273
-40.0,40,150.854441
-51.0,51,150.887002
-2.0,2,150.895662
-36.0,36,151.000723
-47.0,47,151.056213
-51.0,51,151.056269
-40.0,40,151.06497
-4.0,4,151.082127
-22.0,22,151.137723
-51.0,51,151.19512
-51.0,51,151.252794
-51.0,51,151.281774
-45.0,45,151.328296
-5.0,5,151.351629
-19.0,19,151.370005
-7.0,7,151.384162
-51.0,51,151.432787
-2.0,2,151.443022
-51.0,51,151.502519
-12.0,12,151.507752
-7.0,7,151.538437
-9.0,9,151.553276
-9.0,9,151.599132
-15.0,15,151.615915
-5.0,5,151.626516
-51.0,51,151.631626
-51.0,51,151.6481
-8.0,8,151.659568
-7.0,7,151.68505
-10.0,10,151.736427
-17.0,17,151.746528
-9.0,9,151.782821
-30.0,30,151.782894
-51.0,51,151.88451
-2.0,2,151.894132
-9.0,9,151.937295
-51.0,51,151.991416
-13.0,13,152.001597
-2.0,2,152.011678
-51.0,51,152.027715
-51.0,51,152.027773
-5.0,5,152.05435
-21.0,21,152.1598
-51.0,51,152.256908
-51.0,51,152.277546
-6.0,6,152.287681
-51.0,51,152.292721
-51.0,51,152.420919
-32.0,32,152.446012
-51.0,51,152.527059
-51.0,51,152.541276
-7.0,7,152.569482
-51.0,51,152.663269
-49.0,49,152.674175
-51.0,51,152.736303
-51.0,51,152.768548
-15.0,15,152.784322
-8.0,8,152.793863
-46.0,46,152.813056
-5.0,5,152.829031
-3.0,3,152.839786
-51.0,51,152.83984
-8.0,8,152.875106
-27.0,27,152.882003
-4.0,4,152.89468
-32.0,32,152.907244
-14.0,14,152.960931
-7.0,7,152.992589
-34.0,34,153.003589
-51.0,51,153.033687
-13.0,13,153.088133
-51.0,51,153.093265
-17.0,17,153.169512
-2.0,2,153.177657
-51.0,51,153.202134
-51.0,51,153.212158
-34.0,34,153.240935
-3.0,3,153.255244
-27.0,27,153.32565
-51.0,51,153.404379
-33.0,33,153.408624
-51.0,51,153.448359
-19.0,19,153.491204
-31.0,31,153.537367
-51.0,51,153.54802
-18.0,18,153.559478
-34.0,34,153.576609
-13.0,13,153.576673
-3.0,3,153.585398
-12.0,12,153.611881
-51.0,51,153.697884
-40.0,40,153.704044
-51.0,51,153.710457
-13.0,13,153.755643
-51.0,51,153.77613
-23.0,23,153.828319
-17.0,17,153.83148
-51.0,51,153.867423
-51.0,51,153.879627
-13.0,13,153.919066
-34.0,34,153.970576
-51.0,51,153.983137
-51.0,51,153.986438
-51.0,51,154.088048
-42.0,42,154.112241
-51.0,51,154.152406
-51.0,51,154.155826
-14.0,14,154.199822
-19.0,19,154.212223
-5.0,5,154.228058
-51.0,51,154.247495
-16.0,16,154.250823
-51.0,51,154.273134
-51.0,51,154.404759
-38.0,38,154.407851
-51.0,51,154.423872
-51.0,51,154.427085
-6.0,6,154.44676
-34.0,34,154.541326
-51.0,51,154.614728
-51.0,51,154.641011
-7.0,7,154.64478
-51.0,51,154.662624
-51.0,51,154.748785
-38.0,38,154.797536
-51.0,51,154.857466
-2.0,2,154.86644
-51.0,51,154.885217
-22.0,22,154.899398
-51.0,51,154.983353
-30.0,30,154.993463
-21.0,21,155.061313
-51.0,51,155.100385
-51.0,51,155.11571
-19.0,19,155.154549
-44.0,44,155.1896
-44.0,44,155.324225
-32.0,32,155.33782
-51.0,51,155.342381
-15.0,15,155.378241
-51.0,51,155.378309
-38.0,38,155.502007
-51.0,51,155.505362
-51.0,51,155.508649
-51.0,51,155.548698
-8.0,8,155.577218
-23.0,23,155.594905
-22.0,22,155.669204
-51.0,51,155.705119
-51.0,51,155.709947
-4.0,4,155.725112
-27.0,27,155.772408
-51.0,51,155.798987
-39.0,39,155.882186
-51.0,51,155.908451
-2.0,2,155.916463
-11.0,11,155.922475
-51.0,51,155.965736
-51.0,51,155.983778
-11.0,11,155.998429
-51.0,51,156.072544
-51.0,51,156.081412
-39.0,39,156.118111
-12.0,12,156.12753
-22.0,22,156.152055
-12.0,12,156.155175
-49.0,49,156.16431
-23.0,23,156.208316
-2.0,2,156.217434
-51.0,51,156.362145
-51.0,51,156.366481
-51.0,51,156.379262
-4.0,4,156.392513
-13.0,13,156.414992
-51.0,51,156.428399
-5.0,5,156.438214
-8.0,8,156.471441
-46.0,46,156.553705
-51.0,51,156.609238
-18.0,18,156.631257
-51.0,51,156.647974
-3.0,3,156.660339
-13.0,13,156.664648
-51.0,51,156.689139
-5.0,5,156.709459
-51.0,51,156.836218
-51.0,51,156.861907
-51.0,51,156.865597
-9.0,9,156.869401
-51.0,51,156.915614
-13.0,13,156.929572
-9.0,9,156.970208
-2.0,2,156.979319
-19.0,19,157.002171
-34.0,34,157.015668
-51.0,51,157.132325
-22.0,22,157.137914
-24.0,24,157.246597
-51.0,51,157.251788
-4.0,4,157.266098
-51.0,51,160.550159
-5.0,5,160.564283
-16.0,16,160.589289
-51.0,51,160.613091
-17.0,17,160.621644
-51.0,51,160.705428
-26.0,26,160.723315
-11.0,11,160.745959
-51.0,51,160.780846
-51.0,51,160.815259
-18.0,18,160.824688
-3.0,3,160.839289
-9.0,9,160.857443
-51.0,51,160.937804
-4.0,4,160.950824
-37.0,37,160.990426
-51.0,51,160.994805
-5.0,5,161.011951
-51.0,51,161.050723
-30.0,30,161.092201
-27.0,27,161.095109
-51.0,51,161.13577
-51.0,51,161.2292
-36.0,36,161.257937
-51.0,51,161.270272
-51.0,51,161.273494
-17.0,17,161.282601
-3.0,3,161.291454
-29.0,29,161.389036
-46.0,46,161.418162
-51.0,51,161.460648
-51.0,51,161.465048
-51.0,51,161.619721
-39.0,39,161.63429
-51.0,51,161.644101
-4.0,4,161.662548
-7.0,7,161.667518
-51.0,51,161.686445
-18.0,18,161.772335
-51.0,51,161.858196
-46.0,46,161.885046
-51.0,51,161.903153
-45.0,45,161.969946
-18.0,18,162.04203
-51.0,51,162.070575
-51.0,51,162.098606
-51.0,51,162.117257
-10.0,10,162.117316
-27.0,27,162.165987
-13.0,13,162.174898
-27.0,27,162.212945
-15.0,15,162.277359
-51.0,51,162.333471
-51.0,51,162.370575
-51.0,51,162.37932
-5.0,5,162.400943
-51.0,51,162.470812
-51.0,51,162.529207
-51.0,51,162.561638
-51.0,51,162.582528
-48.0,48,162.632836
-51.0,51,162.6956
-10.0,10,162.727391
-51.0,51,162.730753
-51.0,51,162.751696
-5.0,5,162.767075
-14.0,14,162.770041
-51.0,51,162.80368
-12.0,12,162.803747
-3.0,3,162.812755
-18.0,18,162.858031
-51.0,51,162.88686
-42.0,42,162.899812
-35.0,35,162.992073
-51.0,51,162.996574
-2.0,2,163.005315
-51.0,51,163.095749
-51.0,51,163.109282
-51.0,51,163.186867
-51.0,51,163.196586
-5.0,5,163.212779
-51.0,51,163.269029
-51.0,51,163.283952
-4.0,4,163.302561
-11.0,11,163.31578
-4.0,4,163.334074
-51.0,51,163.386866
-21.0,21,163.407217
-4.0,4,163.433778
-51.0,51,163.43802
-9.0,9,163.49703
-19.0,19,163.553627
-51.0,51,163.618468
-51.0,51,163.653816
-51.0,51,163.7295
-51.0,51,163.767508
-6.0,6,163.792452
-51.0,51,163.822486
-51.0,51,163.862709
-51.0,51,163.935001
-51.0,51,163.99593
-51.0,51,164.028931
-51.0,51,164.072743
-34.0,34,164.072808
-24.0,24,164.092474
-3.0,3,164.105484
-51.0,51,164.216528
-42.0,42,164.224886
-51.0,51,164.251974
-45.0,45,164.25756
-13.0,13,164.263579
-22.0,22,164.347117
-34.0,34,164.382932
-11.0,11,164.395392
-3.0,3,164.395439
-48.0,48,164.395451
-9.0,9,164.432633
-14.0,14,164.446718
-51.0,51,164.452652
-18.0,18,164.458227
-22.0,22,164.515755
-15.0,15,164.559399
-51.0,51,164.586046
-51.0,51,164.607656
-51.0,51,164.613953
-3.0,3,164.623137
-27.0,27,164.685037
-49.0,49,164.741449
-51.0,51,164.812702
-51.0,51,164.837044
-25.0,25,164.84596
-51.0,51,164.899825
-51.0,51,165.03248
-51.0,51,165.051361
-51.0,51,165.061124
-46.0,46,165.100184
-27.0,27,165.228731
-38.0,38,165.242103
-51.0,51,165.26928
-51.0,51,165.290731
-34.0,34,165.394661
-51.0,51,165.459615
-15.0,15,165.464006
-44.0,44,165.48616
-51.0,51,165.495281
-17.0,17,165.603034
-39.0,39,165.67095
-51.0,51,165.72414
-51.0,51,165.758977
-51.0,51,165.845071
-30.0,30,165.878724
-51.0,51,165.887887
-51.0,51,165.926323
-2.0,2,165.935138
-27.0,27,165.935196
-14.0,14,165.998558
-46.0,46,166.082711
-51.0,51,166.091445
-51.0,51,166.160139
-28.0,28,166.206379
-51.0,51,166.212219
-3.0,3,166.215155
-7.0,7,166.233253
-26.0,26,166.248095
-2.0,2,166.253963
-51.0,51,166.269195
-17.0,17,166.307807
-29.0,29,166.327158
-51.0,51,166.375541
-19.0,19,166.384727
-4.0,4,166.387803
-13.0,13,166.42934
-51.0,51,166.432515
-41.0,41,166.438517
-35.0,35,166.546864
-51.0,51,166.556007
-38.0,38,166.57366
-40.0,40,166.573709
-25.0,25,166.677519
-32.0,32,166.688115
-14.0,14,166.731139
-51.0,51,166.740614
-51.0,51,166.759009
-17.0,17,166.811022
-51.0,51,166.835732
-41.0,41,166.857087
-17.0,17,166.863679
-51.0,51,166.901023
-18.0,18,166.916907
-8.0,8,166.926292
-13.0,13,166.967512
-23.0,23,166.989832
-51.0,51,166.999752
-51.0,51,167.028
-30.0,30,167.088378
-38.0,38,167.093461
-30.0,30,167.144299
-14.0,14,167.153961
-51.0,51,167.181684
-35.0,35,167.218044
-2.0,2,167.224567
-9.0,9,167.265027
-22.0,22,167.265081
-47.0,47,167.325457
-51.0,51,167.328936
-2.0,2,167.333473
-26.0,26,167.370091
-29.0,29,167.383909
-14.0,14,167.447528
-23.0,23,167.478081
-39.0,39,167.511782
-2.0,2,167.520386
-2.0,2,167.526814
-51.0,51,167.561455
-23.0,23,167.655257
-9.0,9,167.694252
-51.0,51,167.698346
-2.0,2,167.706481
-51.0,51,167.723092
-12.0,12,167.744591
-6.0,6,167.748655
-7.0,7,167.776998
-51.0,51,167.802649
-40.0,40,167.875192
-39.0,39,167.907792
-28.0,28,167.919792
-10.0,10,167.949152
-15.0,15,167.985812
-51.0,51,167.994727
-7.0,7,168.017199
-14.0,14,168.076281
-49.0,49,168.083938
-13.0,13,168.14145
-46.0,46,168.14934
-5.0,5,168.164415
-51.0,51,168.200707
-28.0,28,168.277578
-51.0,51,168.281994
-28.0,28,168.317093
-3.0,3,168.325279
-51.0,51,168.336875
-11.0,11,168.366856
-36.0,36,168.416299
-38.0,38,168.419795
-7.0,7,168.44276
-36.0,36,168.481078
-51.0,51,168.589489
-51.0,51,168.654767
-51.0,51,171.142442
-51.0,51,171.172225
-15.0,15,171.228669
-51.0,51,171.259195
-40.0,40,171.293929
-51.0,51,171.313384
-26.0,26,171.361782
-44.0,44,171.400499
-27.0,27,171.419793
-7.0,7,171.448717
-42.0,42,171.461675
-12.0,12,171.514202
-38.0,38,171.563227
-51.0,51,171.576708
-5.0,5,171.584725
-3.0,3,171.593578
-51.0,51,171.655349
-51.0,51,171.716222
-26.0,26,171.762383
-51.0,51,171.776985
-51.0,51,171.800838
-22.0,22,171.814765
-23.0,23,171.868279
-25.0,25,171.925541
-42.0,42,171.965179
-27.0,27,171.983073
-51.0,51,172.022074
-24.0,24,172.086182
-29.0,29,172.086237
-6.0,6,172.111291
-7.0,7,172.115149
-3.0,3,172.123596
-51.0,51,172.140745
-11.0,11,172.161103
-42.0,42,172.197791
-22.0,22,172.214527
-4.0,4,172.231084
-20.0,20,172.24298
-44.0,44,172.321701
-51.0,51,172.409401
-23.0,23,172.417891
-51.0,51,172.442192
-9.0,9,172.446195
-51.0,51,172.454294
-10.0,10,172.458225
-31.0,31,172.548905
-3.0,3,172.558371
-51.0,51,172.601001
-51.0,51,172.604399
-2.0,2,172.61016
-51.0,51,172.613404
-20.0,20,172.619384
-51.0,51,172.794817
-51.0,51,172.809222
-51.0,51,172.814411
-51.0,51,172.824038
-6.0,6,172.824095
-7.0,7,172.857713
-12.0,12,172.871505
-26.0,26,172.932808
-2.0,2,172.940249
-19.0,19,172.956289
-20.0,20,173.022087
-51.0,51,173.044414
-2.0,2,173.053821
-51.0,51,173.080462
-23.0,23,173.126916
-51.0,51,173.179696
-29.0,29,173.253768
-51.0,51,173.280449
-51.0,51,173.294583
-31.0,31,173.353861
-20.0,20,173.358112
-51.0,51,173.367766
-6.0,6,173.395095
-51.0,51,173.478915
-19.0,19,173.482807
-16.0,16,173.550465
-51.0,51,173.58044
-51.0,51,173.585465
-51.0,51,173.689411
-2.0,2,173.695181
-2.0,2,173.700963
-45.0,45,173.724986
-51.0,51,173.779387
-51.0,51,173.784383
-12.0,12,173.828152
-15.0,15,173.845
-11.0,11,173.892578
-51.0,51,173.909278
-51.0,51,173.938082
-17.0,17,173.977025
-51.0,51,174.030767
-32.0,32,174.06258
-51.0,51,174.101313
-6.0,6,174.135797
-51.0,51,174.210061
-51.0,51,174.280046
-51.0,51,174.313137
-39.0,39,174.322479
-51.0,51,174.423678
-51.0,51,174.496761
-6.0,6,174.526166
-51.0,51,174.531004
-22.0,22,174.531069
-51.0,51,174.538638
-9.0,9,174.562142
-11.0,11,174.582741
-5.0,5,174.588764
-18.0,18,174.606647
-42.0,42,174.733787
-8.0,8,174.77213
-4.0,4,174.791558
-51.0,51,174.839562
-51.0,51,174.844414
-51.0,51,174.857488
-51.0,51,175.054149
-42.0,42,175.059171
-51.0,51,175.114681
-51.0,51,175.130229
-19.0,19,175.218039
-39.0,39,175.261664
-51.0,51,175.326849
-23.0,23,175.378007
-51.0,51,175.394203
-15.0,15,175.475227
-51.0,51,175.48089
-51.0,51,175.599256
-48.0,48,175.635438
-35.0,35,175.661028
-51.0,51,175.752646
-4.0,4,175.772213
-34.0,34,175.776612
-6.0,6,175.807519
-6.0,6,175.838043
-6.0,6,175.868752
-51.0,51,175.899756
-51.0,51,175.925122
-51.0,51,176.038261
-51.0,51,176.140117
-51.0,51,176.170643
-48.0,48,176.180806
-51.0,51,176.303606
-3.0,3,176.318182
-48.0,48,176.383073
-47.0,47,176.405897
-51.0,51,176.41291
-19.0,19,176.484821
-51.0,51,176.541741
-51.0,51,176.602173
-27.0,27,176.60861
-4.0,4,176.616841
-21.0,21,176.635834
-51.0,51,176.639624
-39.0,39,176.81838
-2.0,2,176.827809
-51.0,51,176.842798
-51.0,51,176.853063
-51.0,51,176.871108
-3.0,3,176.882592
-33.0,33,176.988747
-51.0,51,177.091886
-51.0,51,177.098924
-47.0,47,177.108359
-43.0,43,177.167427
-29.0,29,177.304428
-51.0,51,177.304501
-51.0,51,177.313745
-51.0,51,177.323763
-24.0,24,177.392105
-28.0,28,177.398832
-5.0,5,177.415412
-37.0,37,177.42818
-30.0,30,177.502949
-51.0,51,177.503021
-27.0,27,177.540951
-9.0,9,177.545508
-36.0,36,177.56421
-14.0,14,177.569027
-40.0,40,177.72475
-51.0,51,177.778091
-51.0,51,177.795697
-51.0,51,177.800382
-38.0,38,177.877586
-32.0,32,177.922671
