#{"t_start": 1664975742.4017158, "env_id": null}
r,l,t
-3.0,3,637.424386
-2.0,2,637.424422
-2.0,2,637.428121
-5.0,5,637.428155
-2.0,2,637.43221
-3.0,3,637.439766
-3.0,3,637.439806
-5.0,5,637.443514
-2.0,2,637.447587
-3.0,3,637.450985
-2.0,2,637.451021
-6.0,6,637.454482
-2.0,2,637.459755
-3.0,3,637.459822
-2.0,2,637.469126
-4.0,4,637.469177
-4.0,4,637.472893
-3.0,3,637.472929
-2.0,2,637.480581
-2.0,2,637.480623
-4.0,4,637.484394
-2.0,2,637.48799
-5.0,5,637.48803
-2.0,2,637.495575
-5.0,5,637.498318
-3.0,3,637.498361
-2.0,2,637.501167
-6.0,6,637.504115
-2.0,2,637.50691
-2.0,2,637.509749
-5.0,5,637.512632
-4.0,4,637.518357
-7.0,7,637.518403
-3.0,3,637.521323
-4.0,4,637.521367
-2.0,2,637.524248
-3.0,3,637.530159
-4.0,4,637.530203
-3.0,3,637.533148
-5.0,5,637.536114
-2.0,2,637.539024
-3.0,3,637.539061
-4.0,4,637.54197
-2.0,2,637.542009
-2.0,2,637.544841
-3.0,3,637.547749
-2.0,2,637.547785
-2.0,2,637.547797
-2.0,2,637.553423
-2.0,2,637.553472
-2.0,2,637.553485
-5.0,5,637.559239
-2.0,2,637.559286
-4.0,4,637.565014
-4.0,4,637.565058
-2.0,2,637.565071
-2.0,2,637.571005
-4.0,4,637.571063
-3.0,3,637.574056
-4.0,4,637.576959
-3.0,3,637.579898
-3.0,3,637.579935
-2.0,2,637.579947
-2.0,2,637.582815
-3.0,3,637.588612
-5.0,5,637.594289
-5.0,5,637.59433
-4.0,4,637.594342
-2.0,2,637.599993
-5.0,5,637.60289
-3.0,3,637.602927
-3.0,3,637.60294
-2.0,2,637.608706
-4.0,4,637.614459
-5.0,5,637.614513
-3.0,3,637.617425
-2.0,2,637.620166
-6.0,6,637.620203
-3.0,3,637.623153
-3.0,3,637.626118
-3.0,3,637.629012
-2.0,2,637.632071
-4.0,4,637.634956
-3.0,3,637.637962
-2.0,2,637.638003
-6.0,6,637.638016
-3.0,3,637.646742
-4.0,4,637.649705
-5.0,5,637.649751
-2.0,2,637.652684
-5.0,5,637.652725
-2.0,2,637.659044
-3.0,3,637.662061
-4.0,4,637.66211
-4.0,4,637.662123
-2.0,2,637.667946
-3.0,3,637.668
-3.0,3,637.670958
-2.0,2,637.673872
-2.0,2,637.673911
-5.0,5,637.676861
-5.0,5,637.685572
-3.0,3,637.685627
-5.0,5,637.688509
-2.0,2,637.69129
-2.0,2,637.691329
-6.0,6,637.691341
-2.0,2,637.697036
-3.0,3,637.700102
-3.0,3,637.700151
-5.0,5,637.703228
-2.0,2,637.706221
-3.0,3,637.70934
-2.0,2,637.712331
-6.0,6,637.715337
-2.0,2,637.721312
-4.0,4,637.724316
-8.0,8,637.727356
-6.0,6,637.727399
-3.0,3,637.733236
-5.0,5,637.736258
-2.0,2,637.739328
-4.0,4,637.739372
-5.0,5,637.7425
-2.0,2,637.742545
-2.0,2,637.74557
-3.0,3,637.748489
-2.0,2,637.748524
-2.0,2,637.754524
-3.0,3,637.754582
-5.0,5,637.757578
-2.0,2,637.760446
-2.0,2,637.760486
-5.0,5,637.763446
-2.0,2,637.76349
-3.0,3,637.769341
-4.0,4,637.772398
-3.0,3,637.772444
-4.0,4,637.775377
-2.0,2,637.778337
-6.0,6,637.790106
-5.0,5,637.794148
-6.0,6,637.794194
-4.0,4,637.794206
-2.0,2,637.802535
-2.0,2,637.802588
-2.0,2,637.802601
-3.0,3,637.80261
-2.0,2,637.811195
-3.0,3,637.815228
-4.0,4,637.819613
-5.0,5,637.823872
-2.0,2,637.828041
-5.0,5,637.831756
-5.0,5,637.835502
-3.0,3,637.839526
-4.0,4,637.839566
-2.0,2,637.847397
-4.0,4,637.84745
-3.0,3,637.851554
-6.0,6,637.859377
-4.0,4,637.863476
-2.0,2,637.867014
-5.0,5,637.867051
-5.0,5,637.871126
-3.0,3,637.874895
-2.0,2,637.874933
-2.0,2,637.882811
-4.0,4,637.882859
-2.0,2,637.890512
-4.0,4,637.89056
-6.0,6,637.894717
-4.0,4,637.898858
-3.0,3,637.902363
-2.0,2,637.902401
-3.0,3,637.902414
-3.0,3,637.910121
-2.0,2,637.910176
-2.0,2,637.910188
-2.0,2,637.918051
-5.0,5,637.921698
-4.0,4,637.925303
-5.0,5,637.929497
-3.0,3,637.929537
-3.0,3,637.933381
-2.0,2,637.937532
-3.0,3,637.941258
-4.0,4,637.941302
-2.0,2,637.945117
-3.0,3,637.945153
-2.0,2,637.948818
-3.0,3,637.952623
-2.0,2,637.952668
-2.0,2,637.960802
-4.0,4,637.968351
-5.0,5,637.968401
-6.0,6,637.968413
-2.0,2,637.968421
-2.0,2,637.976378
-2.0,2,637.976436
-3.0,3,637.980113
-6.0,6,637.992027
-4.0,4,637.992078
-4.0,4,637.995897
-5.0,5,637.995939
-2.0,2,637.999595
-2.0,2,638.003207
-2.0,2,638.00324
-3.0,3,638.01438
-3.0,3,638.014425
-4.0,4,638.01444
-7.0,7,638.018416
-2.0,2,638.022119
-3.0,3,638.030087
-4.0,4,638.030135
-6.0,6,638.037834
-3.0,3,638.041916
-6.0,6,638.045584
-5.0,5,638.049877
-3.0,3,638.052626
-6.0,6,638.058102
-5.0,5,638.060863
-3.0,3,638.060903
-2.0,2,638.064748
-6.0,6,638.068961
-2.0,2,638.069005
-3.0,3,638.072807
-2.0,2,638.08059
-5.0,5,638.084429
-2.0,2,640.717906
-5.0,5,640.717954
-6.0,6,640.721055
-2.0,2,640.723648
-3.0,3,640.726553
-4.0,4,640.731156
-2.0,2,640.731195
-3.0,3,640.731208
-6.0,6,640.731217
-3.0,3,640.738455
-4.0,4,640.740802
-4.0,4,640.740835
-3.0,3,640.745792
-2.0,2,640.745831
-6.0,6,640.745844
-3.0,3,640.748288
-2.0,2,640.75071
-2.0,2,640.750739
-3.0,3,640.753119
-2.0,2,640.755511
-2.0,2,640.757931
-3.0,3,640.75796
-4.0,4,640.757973
-2.0,2,640.762624
-3.0,3,640.766367
-5.0,5,640.770054
-2.0,2,640.773515
-3.0,3,640.77355
-6.0,6,640.77689
-2.0,2,640.780449
-2.0,2,640.780484
-5.0,5,640.787531
-3.0,3,640.78758
-5.0,5,640.798616
-4.0,4,640.801626
-4.0,4,640.801659
-6.0,6,640.801672
-3.0,3,640.808793
-2.0,2,640.815676
-4.0,4,640.815717
-4.0,4,640.81573
-5.0,5,640.819398
-3.0,3,640.82641
-3.0,3,640.826457
-4.0,4,640.833143
-5.0,5,640.833187
-3.0,3,640.836702
-3.0,3,640.836747
-2.0,2,640.840094
-3.0,3,640.847188
-4.0,4,640.847229
-2.0,2,640.847242
-2.0,2,640.854304
-5.0,5,640.854351
-3.0,3,640.857972
-2.0,2,640.861028
-4.0,4,640.861071
-2.0,2,640.861085
-2.0,2,640.867813
-3.0,3,640.871404
-3.0,3,640.871446
-5.0,5,640.875195
-2.0,2,640.878679
-3.0,3,640.882415
-3.0,3,640.886153
-6.0,6,640.8894
-3.0,3,640.889431
-4.0,4,640.896884
-3.0,3,640.900669
-5.0,5,640.904271
-4.0,4,640.904308
-2.0,2,640.911591
-5.0,5,640.915551
-5.0,5,640.922717
-6.0,6,640.92276
-3.0,3,640.926257
-4.0,4,640.926292
-4.0,4,640.936769
-3.0,3,640.936817
-4.0,4,640.936831
-4.0,4,640.940224
-3.0,3,640.947507
-4.0,4,640.951242
-4.0,4,640.951275
-2.0,2,640.954723
-5.0,5,640.958643
-3.0,3,640.96308
-3.0,3,640.963129
-2.0,2,640.96314
-2.0,2,640.971909
-2.0,2,640.971987
-3.0,3,640.975459
-2.0,2,640.97898
-2.0,2,640.979015
-6.0,6,640.982793
-3.0,3,640.986187
-3.0,3,640.989678
-2.0,2,640.989711
-3.0,3,640.989725
-2.0,2,640.99313
-2.0,2,641.00017
-3.0,3,641.000211
-3.0,3,641.000227
-5.0,5,641.007431
-2.0,2,641.007475
-4.0,4,641.014796
-3.0,3,641.018432
-5.0,5,641.01847
-4.0,4,641.022353
-3.0,3,641.025961
-2.0,2,641.025998
-3.0,3,641.029421
-2.0,2,641.02946
-3.0,3,641.03654
-3.0,3,641.036588
-2.0,2,641.036602
-3.0,3,641.047405
-3.0,3,641.047456
-5.0,5,641.047469
-4.0,4,641.051251
-3.0,3,641.05875
-3.0,3,641.062603
-5.0,5,641.066273
-6.0,6,641.069716
-2.0,2,641.069749
-3.0,3,641.077111
-3.0,3,641.080606
-3.0,3,641.08065
-6.0,6,641.080661
-2.0,2,641.084755
-2.0,2,641.0921
-3.0,3,641.09214
-4.0,4,641.095691
-5.0,5,641.099692
-5.0,5,641.11089
-5.0,5,641.110938
-4.0,4,641.11452
-5.0,5,641.11456
-2.0,2,641.118349
-3.0,3,641.121998
-3.0,3,641.125752
-6.0,6,641.13678
-5.0,5,641.13683
-5.0,5,641.144234
-2.0,2,641.14428
-6.0,6,641.144292
-4.0,4,641.159588
-6.0,6,641.159639
-5.0,5,641.163144
-6.0,6,641.166591
-2.0,2,641.166624
-3.0,3,641.170028
-3.0,3,641.172645
-3.0,3,641.17527
-3.0,3,641.175307
-2.0,2,641.180325
-4.0,4,641.180375
-2.0,2,641.180386
-2.0,2,641.18558
-2.0,2,641.185627
-3.0,3,641.188317
-6.0,6,641.188355
-2.0,2,641.191011
-2.0,2,641.191047
-2.0,2,641.196368
-3.0,3,641.196428
-5.0,5,641.201695
-5.0,5,641.204355
-4.0,4,641.206983
-3.0,3,641.211875
-6.0,6,641.21197
-2.0,2,641.211982
-4.0,4,641.211991
-2.0,2,641.216926
-2.0,2,641.216969
-3.0,3,641.219514
-4.0,4,641.222213
-3.0,3,641.227473
-4.0,4,641.227522
-3.0,3,641.230397
-6.0,6,641.23316
-2.0,2,641.233193
-2.0,2,641.235843
-2.0,2,641.238624
-2.0,2,641.244001
-6.0,6,641.244053
-5.0,5,641.24699
-4.0,4,641.24703
-2.0,2,641.25247
-3.0,3,641.25252
-3.0,3,641.255354
-2.0,2,641.258054
-6.0,6,641.260725
-3.0,3,641.260761
-3.0,3,641.26642
-3.0,3,641.269135
-6.0,6,641.27193
-4.0,4,641.271968
-2.0,2,641.271984
-2.0,2,641.277512
-2.0,2,641.277562
-4.0,4,641.280413
-2.0,2,641.283174
-5.0,5,641.285882
-2.0,2,641.285919
-4.0,4,641.288644
-2.0,2,641.291275
-4.0,4,641.293992
-2.0,2,641.294029
-2.0,2,641.296706
-5.0,5,641.299379
-3.0,3,641.302225
-4.0,4,641.305005
-3.0,3,641.307671
-2.0,2,641.30771
-4.0,4,641.307725
-3.0,3,641.31355
-3.0,3,641.316461
-2.0,2,641.319299
-4.0,4,641.31934
-2.0,2,641.324794
-2.0,2,641.324831
-6.0,6,641.324847
-4.0,4,641.327649
-4.0,4,641.336057
-3.0,3,641.336115
-4.0,4,641.336132
-5.0,5,641.339007
-2.0,2,641.341926
-3.0,3,641.344764
-2.0,2,641.347611
-4.0,4,641.347651
-6.0,6,641.356114
-4.0,4,641.359066
-5.0,5,641.359107
-5.0,5,641.361979
-3.0,3,641.367341
-4.0,4,641.367383
-3.0,3,641.370181
-4.0,4,641.370225
-3.0,3,641.37578
-3.0,3,641.375825
-4.0,4,641.381513
-2.0,2,641.381558
-4.0,4,641.381573
-2.0,2,641.3873
-4.0,4,641.387357
-5.0,5,641.395805
-3.0,3,641.395862
-6.0,6,641.398791
-4.0,4,641.398832
-2.0,2,641.404491
-4.0,4,641.407445
-4.0,4,641.407496
-2.0,2,641.410469
-5.0,5,641.413594
-3.0,3,641.416584
-2.0,2,641.416626
-2.0,2,641.422254
-5.0,5,641.422301
-2.0,2,641.422316
-4.0,4,641.425966
-2.0,2,641.429399
-4.0,4,641.434986
-4.0,4,641.43503
-4.0,4,641.437894
-3.0,3,641.437936
-3.0,3,641.443584
-6.0,6,641.452193
-6.0,6,641.45518
-4.0,4,641.455228
-6.0,6,641.455244
-2.0,2,641.460849
-2.0,2,641.460891
-4.0,4,641.466714
-2.0,2,641.472545
-7.0,7,641.472597
-4.0,4,641.472612
-5.0,5,641.475464
-2.0,2,641.478322
-4.0,4,641.484081
-4.0,4,641.484128
-4.0,4,641.49101
-5.0,5,641.491065
-3.0,3,641.495033
-4.0,4,641.49914
-2.0,2,641.499181
-2.0,2,641.503213
-3.0,3,641.50326
-2.0,2,641.511729
-3.0,3,641.511778
-4.0,4,641.515508
-3.0,3,641.51555
-3.0,3,641.524398
-4.0,4,641.524453
-4.0,4,641.527206
-2.0,2,641.529919
-3.0,3,641.5328
-2.0,2,641.535908
-8.0,8,641.535952
-4.0,4,641.539074
-2.0,2,641.542004
-3.0,3,641.542044
-4.0,4,641.550449
-3.0,3,641.550497
-5.0,5,641.550509
-4.0,4,641.553358
-2.0,2,641.556313
-2.0,2,641.559332
-4.0,4,641.562113
-2.0,2,641.562153
-4.0,4,641.562165
-4.0,4,641.570599
-3.0,3,641.570657
-4.0,4,641.573539
-5.0,5,641.576395
-2.0,2,641.576435
-3.0,3,641.58214
-5.0,5,641.585029
-3.0,3,641.585068
-4.0,4,641.587972
-2.0,2,641.591028
-3.0,3,641.593878
-2.0,2,641.593918
-2.0,2,641.596751
-5.0,5,641.596783
-2.0,2,641.599626
-4.0,4,641.605515
-2.0,2,641.605564
-5.0,5,641.611324
-5.0,5,641.611369
-3.0,3,641.614402
-4.0,4,641.617203
-2.0,2,641.620136
-3.0,3,641.620185
-3.0,3,641.625951
-6.0,6,641.628802
-4.0,4,641.631727
-2.0,2,641.63177
-6.0,6,641.637604
-3.0,3,641.640568
-2.0,2,641.643291
-4.0,4,641.643327
-5.0,5,641.643338
-3.0,3,641.651558
-2.0,2,641.651614
-3.0,3,641.655681
-2.0,2,641.660014
-5.0,5,641.663934
-2.0,2,641.663973
-5.0,5,641.672025
-4.0,4,641.675835
-3.0,3,641.675872
-3.0,3,641.683411
-2.0,2,641.683457
-6.0,6,641.687577
-4.0,4,641.691681
-3.0,3,641.695104
-3.0,3,641.695138
-2.0,2,641.702856
-5.0,5,641.706792
-4.0,4,641.710292
-2.0,2,641.71033
-6.0,6,641.714445
-2.0,2,641.718148
-3.0,3,641.721923
-5.0,5,641.726019
-4.0,4,641.730061
-5.0,5,641.736636
-3.0,3,641.73668
-4.0,4,641.736691
-3.0,3,641.739533
-3.0,3,641.745094
-4.0,4,641.747976
-5.0,5,641.750867
-2.0,2,641.750906
-5.0,5,641.753711
-2.0,2,641.75654
-3.0,3,641.756581
-3.0,3,641.759419
-4.0,4,641.765048
-3.0,3,641.765094
-4.0,4,641.767932
-3.0,3,641.77363
-2.0,2,641.773682
-5.0,5,641.773695
-2.0,2,641.778852
-2.0,2,641.778893
-2.0,2,641.778905
-5.0,5,641.778913
-4.0,4,641.790284
-2.0,2,641.796217
-6.0,6,641.796276
-6.0,6,641.796289
-7.0,7,641.799251
-2.0,2,641.802228
-4.0,4,641.807984
-4.0,4,641.808027
-3.0,3,641.810915
-4.0,4,641.810958
-3.0,3,641.816776
-2.0,2,641.816824
-2.0,2,641.822433
-5.0,5,641.822483
-4.0,4,641.822495
-3.0,3,641.825356
-2.0,2,641.83123
-3.0,3,641.831283
-4.0,4,641.834284
-5.0,5,641.837122
-3.0,3,641.839954
-4.0,4,641.8457
-2.0,2,641.845753
-6.0,6,641.848692
-5.0,5,641.851514
-2.0,2,641.854414
-3.0,3,641.854449
-3.0,3,641.85446
-2.0,2,641.857224
-4.0,4,641.866015
-4.0,4,641.866061
-4.0,4,641.866074
-4.0,4,641.868837
-2.0,2,641.871776
-3.0,3,641.874771
-4.0,4,641.877752
-3.0,3,641.880758
-3.0,3,641.8837
-5.0,5,641.883747
-3.0,3,641.886682
-2.0,2,641.889539
-3.0,3,641.889586
-3.0,3,641.892479
-3.0,3,641.895507
-2.0,2,641.898323
-3.0,3,641.898357
-4.0,4,641.901239
-2.0,2,641.904168
-2.0,2,641.910003
-6.0,6,641.912951
-5.0,5,641.91299
-6.0,6,641.918773
-2.0,2,641.91882
-2.0,2,641.9245
-5.0,5,641.924546
-2.0,2,641.930213
-7.0,7,641.933144
-6.0,6,641.936147
-4.0,4,641.936194
-4.0,4,641.941944
-4.0,4,641.947681
-4.0,4,641.947725
-6.0,6,641.950662
-2.0,2,641.953702
-5.0,5,641.956718
-4.0,4,641.962637
-3.0,3,641.96269
-6.0,6,641.965675
-2.0,2,641.968591
-5.0,5,641.971401
-4.0,4,641.974324
-2.0,2,641.974364
-4.0,4,641.977162
-3.0,3,641.983136
-4.0,4,641.98604
-5.0,5,641.98608
-4.0,4,641.988971
-2.0,2,641.991971
-4.0,4,641.994908
-2.0,2,641.997891
-4.0,4,642.00084
-6.0,6,642.00367
-4.0,4,642.009346
-6.0,6,642.012245
-5.0,5,642.015204
-2.0,2,642.015245
-4.0,4,642.015258
-2.0,2,642.020939
-3.0,3,642.023922
-5.0,5,642.026899
-6.0,6,642.032846
-3.0,3,642.032898
-5.0,5,642.03589
-4.0,4,642.038978
-2.0,2,642.039023
-2.0,2,642.042146
-4.0,4,642.045172
-2.0,2,642.045206
-3.0,3,642.048223
-4.0,4,642.0543
-2.0,2,642.054349
-4.0,4,642.057292
-2.0,2,642.060311
-2.0,2,642.063478
-3.0,3,642.063524
-7.0,7,642.066537
-3.0,3,642.072568
-2.0,2,642.072631
-5.0,5,642.075625
-4.0,4,642.075672
-3.0,3,642.081561
-3.0,3,642.084592
-5.0,5,642.087419
-4.0,4,642.08746
-3.0,3,642.090378
-2.0,2,642.090414
-3.0,3,642.096514
-2.0,2,642.103034
-4.0,4,642.103086
-6.0,6,642.106133
-6.0,6,642.10913
-3.0,3,642.112153
-2.0,2,642.1122
-4.0,4,642.115179
-3.0,3,642.118137
-3.0,3,642.121116
-3.0,3,642.121159
-3.0,3,642.124095
-3.0,3,642.12711
-4.0,4,642.133135
-4.0,4,642.136113
-7.0,7,642.14212
-5.0,5,642.142173
-4.0,4,642.147962
-6.0,6,642.150998
-2.0,2,642.153898
-5.0,5,642.156779
-5.0,5,642.156819
-2.0,2,642.162789
-5.0,5,642.165884
-2.0,2,642.168854
-5.0,5,642.168896
-2.0,2,642.174571
-6.0,6,642.174622
-3.0,3,642.174634
-3.0,3,642.183672
-6.0,6,642.186625
-4.0,4,642.186664
-2.0,2,642.189573
-6.0,6,642.192483
-2.0,2,642.192523
-4.0,4,642.203531
-4.0,4,642.207409
-6.0,6,642.207447
-2.0,2,642.215166
-6.0,6,642.215214
-3.0,3,642.215227
-3.0,3,642.219586
-3.0,3,642.227649
-3.0,3,642.227693
-4.0,4,642.236205
-3.0,3,642.240132
-6.0,6,642.240172
-5.0,5,642.247933
-2.0,2,642.247982
-5.0,5,642.256322
-5.0,5,642.260103
-5.0,5,642.267863
-5.0,5,642.267913
-2.0,2,642.274881
-5.0,5,642.274925
-2.0,2,642.274937
-5.0,5,642.277729
-2.0,2,642.280635
-3.0,3,642.283489
-4.0,4,642.286414
-2.0,2,642.292046
-5.0,5,642.297808
-6.0,6,642.297851
-7.0,7,642.297864
-3.0,3,642.300781
-2.0,2,642.30364
-4.0,4,642.309283
-4.0,4,642.312086
-5.0,5,642.312126
-2.0,2,642.316393
-5.0,5,642.32009
-2.0,2,642.32013
-3.0,3,642.324418
-2.0,2,642.328239
-4.0,4,642.33247
-4.0,4,642.336527
-3.0,3,642.340388
-5.0,5,642.343477
-3.0,3,642.343521
-3.0,3,642.351386
-2.0,2,642.351437
-4.0,4,642.351449
-2.0,2,642.359372
-3.0,3,642.363822
-6.0,6,642.36865
-4.0,4,642.368711
-4.0,4,642.37821
-3.0,3,642.382076
-3.0,3,642.382114
-2.0,2,642.385965
-5.0,5,642.386012
-4.0,4,642.398854
-3.0,3,642.398901
-6.0,6,642.407007
-2.0,2,642.407052
-3.0,3,642.41096
-6.0,6,642.411009
-3.0,3,642.419113
-2.0,2,642.427136
-5.0,5,642.427187
-7.0,7,642.438832
-7.0,7,642.438884
-3.0,3,642.438897
-3.0,3,642.438905
-2.0,2,642.446269
-2.0,2,642.446319
-2.0,2,642.446331
-3.0,3,642.450394
-2.0,2,642.454143
-2.0,2,642.45419
-3.0,3,642.46195
-4.0,4,642.461994
-4.0,4,642.46721
-6.0,6,642.472515
-4.0,4,642.472564
-2.0,2,642.472575
-6.0,6,642.477946
-3.0,3,642.480826
-4.0,4,642.483622
-3.0,3,642.489007
-5.0,5,642.491859
-7.0,7,642.491905
-2.0,2,642.497517
-5.0,5,642.497557
-2.0,2,642.503292
-2.0,2,642.503333
-5.0,5,642.506122
-6.0,6,642.506159
-2.0,2,642.509099
-4.0,4,642.514731
-3.0,3,642.514776
-3.0,3,642.517717
-5.0,5,642.520613
-3.0,3,642.523513
-4.0,4,642.526405
-4.0,4,642.532195
-5.0,5,642.532241
-3.0,3,642.535108
-4.0,4,642.535146
-4.0,4,642.54354
-3.0,3,642.543592
-5.0,5,642.546486
-2.0,2,642.549271
-5.0,5,642.549317
-3.0,3,642.552169
-3.0,3,642.55517
-2.0,2,642.555211
-5.0,5,642.563741
-4.0,4,642.563796
-3.0,3,642.563809
-2.0,2,642.569482
-6.0,6,642.572414
-3.0,3,642.57246
-2.0,2,642.575419
-2.0,2,642.578305
-6.0,6,642.581265
-3.0,3,642.584235
-3.0,3,642.587252
-2.0,2,642.587291
-6.0,6,642.59028
-2.0,2,642.593136
-3.0,3,642.596048
-6.0,6,642.60217
-3.0,3,642.602218
-3.0,3,642.605037
-2.0,2,642.607975
-3.0,3,642.610792
-7.0,7,642.610828
-2.0,2,642.616765
-3.0,3,642.619709
-5.0,5,642.623168
-3.0,3,642.626072
-7.0,7,642.626111
-2.0,2,642.626123
-4.0,4,642.634913
-4.0,4,642.637877
-4.0,4,642.637925
-5.0,5,642.640883
-3.0,3,642.643822
-3.0,3,642.647041
-5.0,5,642.652932
-2.0,2,642.652976
-4.0,4,642.655994
-5.0,5,642.656041
-2.0,2,642.658855
-3.0,3,642.661915
-2.0,2,642.661962
-2.0,2,642.664804
-2.0,2,642.667632
-4.0,4,642.667683
-3.0,3,642.671201
-3.0,3,642.680703
-3.0,3,642.685225
-4.0,4,642.685285
-6.0,6,642.689661
-2.0,2,642.694188
-4.0,4,642.699176
-3.0,3,642.699229
-2.0,2,642.703657
-4.0,4,642.708008
-3.0,3,642.717644
-3.0,3,642.722136
-5.0,5,642.722194
-6.0,6,642.72651
-2.0,2,642.726567
-3.0,3,642.733511
-3.0,3,642.736683
-5.0,5,642.743699
-3.0,3,642.743756
-6.0,6,642.743773
-4.0,4,642.75232
-2.0,2,642.752376
-2.0,2,642.752391
-3.0,3,642.756943
-2.0,2,642.761585
-3.0,3,642.766176
-2.0,2,642.766229
-3.0,3,642.766243
-2.0,2,642.77053
-3.0,3,642.780128
-4.0,4,642.78534
-5.0,5,642.790893
-3.0,3,642.796015
-2.0,2,642.801349
-7.0,7,642.806741
-3.0,3,642.812004
-2.0,2,642.812068
-6.0,6,642.817015
-2.0,2,642.817075
-2.0,2,642.821776
-5.0,5,642.836099
-4.0,4,642.840152
-5.0,5,642.840208
-6.0,6,642.844978
-3.0,3,642.849716
-5.0,5,642.863947
-4.0,4,642.868356
-7.0,7,642.872573
-6.0,6,642.872624
-3.0,3,642.886122
-6.0,6,642.890425
-5.0,5,642.890482
-2.0,2,642.895366
-5.0,5,642.89542
-2.0,2,642.905024
-5.0,5,642.914605
-4.0,4,642.914669
-3.0,3,642.919171
-7.0,7,642.923664
-2.0,2,642.923727
-2.0,2,642.9294
-5.0,5,642.940883
-3.0,3,642.940977
-4.0,4,642.947733
-4.0,4,642.954148
-3.0,3,642.960639
-2.0,2,642.966829
-4.0,4,642.9669
-4.0,4,642.972157
-2.0,2,642.972214
-4.0,4,642.988296
-4.0,4,642.99281
-6.0,6,642.997286
-2.0,2,642.997347
-5.0,5,642.997365
-2.0,2,643.006096
-3.0,3,643.010544
-5.0,5,643.014522
-2.0,2,643.014567
-5.0,5,643.018744
-3.0,3,643.027181
-2.0,2,643.027243
-4.0,4,643.031238
-5.0,5,643.031278
-2.0,2,643.035266
-3.0,3,643.044096
-4.0,4,643.048473
-6.0,6,643.052468
-4.0,4,643.052511
-3.0,3,643.068526
-6.0,6,643.073719
-5.0,5,643.078632
-6.0,6,643.078695
-3.0,3,643.083227
-3.0,3,643.087215
-4.0,4,643.095678
-4.0,4,643.095733
-3.0,3,643.095745
-2.0,2,643.103889
-5.0,5,643.107862
-5.0,5,643.115749
-4.0,4,643.118956
-7.0,7,643.122084
-5.0,5,643.126305
-3.0,3,643.130604
-4.0,4,643.130654
-3.0,3,643.135005
-3.0,3,643.138997
-3.0,3,643.143208
-3.0,3,643.143262
-3.0,3,643.147878
-3.0,3,643.156796
-5.0,5,643.161307
-4.0,4,643.161362
-2.0,2,643.166031
-5.0,5,643.169895
-2.0,2,643.169938
-2.0,2,643.16995
-2.0,2,643.178862
-2.0,2,643.178918
-3.0,3,643.183298
-3.0,3,643.19174
-3.0,3,643.191812
-3.0,3,643.196649
-8.0,8,643.201203
-3.0,3,643.20536
-2.0,2,643.210094
-6.0,6,643.218449
-5.0,5,643.218502
-3.0,3,643.218514
-2.0,2,643.227142
-4.0,4,643.235952
-6.0,6,643.236005
-7.0,7,643.248072
-5.0,5,643.248125
-4.0,4,643.251722
-2.0,2,643.254788
-2.0,2,643.258182
-3.0,3,643.258234
-7.0,7,643.262521
-3.0,3,643.271062
-4.0,4,643.271111
-5.0,5,643.27989
-4.0,4,643.279944
-4.0,4,643.288154
-5.0,5,643.292467
-6.0,6,643.306012
-6.0,6,643.306069
-4.0,4,643.306082
-6.0,6,643.319345
-3.0,3,643.3194
-4.0,4,643.32356
-4.0,4,643.323617
-2.0,2,643.328242
-3.0,3,643.332789
-3.0,3,643.34142
-5.0,5,643.345775
-3.0,3,643.34583
-5.0,5,643.345846
-2.0,2,643.354414
-3.0,3,643.354466
-4.0,4,643.362976
-2.0,2,643.363032
-4.0,4,643.363047
-2.0,2,643.363059
-2.0,2,643.37144
-2.0,2,643.371497
-2.0,2,643.380125
-4.0,4,643.380181
-3.0,3,643.384164
-5.0,5,643.384217
-2.0,2,643.388077
-2.0,2,643.392207
-2.0,2,643.392262
-3.0,3,643.392278
-2.0,2,643.400867
-2.0,2,643.400921
-4.0,4,643.405019
-3.0,3,643.405076
-2.0,2,643.409715
-3.0,3,643.414256
-2.0,2,643.414308
-3.0,3,643.418391
-3.0,3,643.42274
-2.0,2,643.422806
-3.0,3,643.42764
-2.0,2,643.432286
-4.0,4,643.436895
-4.0,4,643.441159
-4.0,4,643.447637
-5.0,5,643.447692
-2.0,2,643.447705
-5.0,5,643.454089
-3.0,3,643.457143
-5.0,5,643.464002
-5.0,5,643.464053
-4.0,4,643.467526
-2.0,2,643.471785
-4.0,4,643.471841
-2.0,2,643.475999
-4.0,4,643.479289
-2.0,2,643.47934
-2.0,2,643.482399
-2.0,2,643.485512
-4.0,4,643.485552
-3.0,3,643.49748
-5.0,5,643.497533
-6.0,6,643.505895
-6.0,6,643.510486
-3.0,3,643.510533
-2.0,2,643.514026
-4.0,4,643.514064
-2.0,2,643.518231
-2.0,2,643.522152
-5.0,5,643.527989
-3.0,3,643.528037
-3.0,3,643.531035
-2.0,2,643.533988
-3.0,3,643.536831
-7.0,7,643.536867
-3.0,3,643.545386
-5.0,5,643.545439
-5.0,5,643.548426
-4.0,4,643.548466
-2.0,2,643.551172
-3.0,3,643.556834
-4.0,4,643.55688
-2.0,2,643.562544
-3.0,3,643.565258
-6.0,6,643.565312
-5.0,5,643.565325
-3.0,3,643.574721
-3.0,3,643.574773
-4.0,4,643.574786
-2.0,2,643.580793
-5.0,5,643.580841
-2.0,2,643.580854
-3.0,3,643.583722
-2.0,2,643.586686
