#{"t_start": 1658417775.9753768, "env_id": null}
r,l,t
1.0,199,168.16224
1.0,199,168.162248
1.0,199,168.685042
1.0,199,168.685106
1.0,199,168.685117
1.0,199,168.685141
1.0,199,169.204011
1.0,199,169.204065
1.0,199,169.204074
1.0,199,169.204081
1.0,199,169.729662
1.0,199,169.729725
1.0,199,169.729735
1.0,199,169.729741
1.0,199,170.250097
1.0,199,170.25015
1.0,199,170.25016
1.0,199,170.250166
1.0,199,170.758025
1.0,199,170.758089
1.0,199,170.758098
1.0,199,170.758105
1.0,199,171.269774
1.0,199,171.269832
1.0,199,171.269842
1.0,199,171.269849
1.0,199,171.793576
1.0,199,171.793632
1.0,199,171.793641
1.0,199,171.793648
1.0,199,172.313966
1.0,199,172.314029
1.0,199,172.314039
1.0,199,172.314046
1.0,199,172.828872
1.0,199,172.828936
1.0,199,172.828945
1.0,199,172.828952
1.0,199,173.345755
1.0,199,173.345816
1.0,199,173.345825
1.0,199,173.345832
1.0,199,173.864712
1.0,199,173.864771
1.0,199,173.864781
1.0,199,173.864787
1.0,199,174.3832
1.0,199,174.383269
1.0,199,174.383283
1.0,199,174.383294
1.0,199,174.892141
1.0,199,174.892197
1.0,199,174.892206
1.0,199,174.892213
1.0,199,175.413191
1.0,199,175.413253
1.0,199,175.413263
1.0,199,175.41327
1.0,199,175.960691
1.0,199,175.96075
1.0,199,175.96076
1.0,199,175.960766
1.0,199,176.499734
1.0,199,176.499799
1.0,199,176.499808
1.0,199,176.499815
1.0,199,177.029541
1.0,199,177.029609
1.0,199,177.029617
1.0,199,177.029624
1.0,199,177.572698
1.0,199,177.572751
1.0,199,177.57276
1.0,199,177.572767
1.0,199,178.099307
1.0,199,178.09936
1.0,199,178.09937
1.0,199,178.099376
1.0,199,178.621653
1.0,199,178.621709
1.0,199,178.621718
1.0,199,178.621725
1.0,199,179.137537
1.0,199,179.137594
1.0,199,179.137603
1.0,199,179.13761
1.0,199,179.642607
1.0,199,179.642663
1.0,199,179.642673
1.0,199,179.642679
1.0,199,180.152751
1.0,199,180.15281
1.0,199,180.15282
1.0,199,180.152826
1.0,199,180.671031
1.0,199,180.671087
1.0,199,180.671097
1.0,199,180.671103
1.0,199,181.180628
1.0,199,181.18068
1.0,199,181.18069
1.0,199,181.180696
1.0,199,181.699084
1.0,199,181.699138
1.0,199,181.699147
1.0,199,181.699153
1.0,199,182.217387
1.0,199,182.217445
1.0,199,182.217454
1.0,199,182.217462
1.0,199,182.737202
1.0,199,182.737252
1.0,199,182.737261
2.0,199,182.737268
2.0,199,183.254654
2.0,199,183.254713
2.0,199,183.254723
2.0,199,183.254729
2.0,199,183.7699
2.0,199,183.76996
2.0,199,183.769969
2.0,199,183.769976
2.0,199,184.282017
2.0,199,184.282075
2.0,199,184.282084
2.0,199,184.28209
2.0,199,184.796472
2.0,199,184.796535
2.0,199,184.796544
2.0,199,184.796551
2.0,199,185.299595
2.0,199,185.299652
2.0,199,185.299662
2.0,199,185.299668
2.0,199,185.806371
2.0,199,185.806424
2.0,199,185.806434
2.0,199,185.806441
2.0,199,186.322434
2.0,199,186.322489
2.0,199,186.322499
2.0,199,186.322505
2.0,199,186.839383
2.0,199,186.839455
2.0,199,186.839467
2.0,199,186.839476
2.0,199,187.348713
2.0,199,187.348782
2.0,199,187.348795
2.0,199,187.348803
1.0,199,187.86809
2.0,199,187.868152
2.0,199,187.868163
2.0,199,187.868171
2.0,199,188.385179
1.0,199,188.385255
1.0,199,188.385266
1.0,199,188.385275
1.0,199,188.887282
1.0,199,188.887345
1.0,199,188.887357
1.0,199,188.887365
1.0,199,189.406995
2.0,199,189.407055
2.0,199,189.407067
1.0,199,189.407075
1.0,199,189.913108
1.0,199,189.913176
1.0,199,189.913187
1.0,199,189.913198
2.0,199,190.429774
1.0,199,190.429839
1.0,199,190.429851
2.0,199,190.42986
1.0,199,190.950708
1.0,199,190.950775
1.0,199,190.950787
1.0,199,190.950798
1.0,199,191.465144
1.0,199,191.465209
1.0,199,191.46522
1.0,199,191.465228
1.0,199,191.973377
1.0,199,191.973438
1.0,199,191.973449
1.0,199,191.973458
1.0,199,192.482307
1.0,199,192.482367
1.0,199,192.482379
1.0,199,192.482387
1.0,199,192.992167
1.0,199,192.992232
1.0,199,192.992243
1.0,199,192.992251
1.0,199,193.500122
1.0,199,193.500187
1.0,199,193.500198
1.0,199,193.500206
1.0,199,194.007792
1.0,199,194.007851
1.0,199,194.007862
2.0,199,194.00787
2.0,199,194.516424
1.0,199,194.516508
1.0,199,194.51652
1.0,199,194.51653
1.0,199,195.022566
1.0,199,195.022632
1.0,199,195.022643
1.0,199,195.022651
1.0,199,195.53397
1.0,199,195.534055
1.0,199,195.534066
1.0,199,195.534073
1.0,199,196.049947
1.0,199,196.050008
1.0,199,196.050017
1.0,199,196.050023
1.0,199,196.59884
1.0,199,196.598902
1.0,199,196.598912
1.0,199,196.598918
1.0,199,197.116951
1.0,199,197.117015
1.0,199,197.117024
1.0,199,197.11703
1.0,199,197.628524
1.0,199,197.628578
1.0,199,197.628588
1.0,199,197.628594
1.0,199,198.137054
1.0,199,198.137112
1.0,199,198.137122
1.0,199,198.137129
1.0,199,198.645723
1.0,199,198.645784
1.0,199,198.645794
1.0,199,198.6458
1.0,199,199.146529
1.0,199,199.146588
1.0,199,199.146601
1.0,199,199.146608
1.0,199,199.659696
1.0,199,199.659752
1.0,199,199.659762
1.0,199,199.659772
1.0,199,200.166192
1.0,199,200.166244
1.0,199,200.166254
1.0,199,200.16626
1.0,199,200.669994
1.0,199,200.670051
1.0,199,200.670062
1.0,199,200.670068
1.0,199,201.176611
1.0,199,201.176674
1.0,199,201.176683
1.0,199,201.17669
1.0,199,201.685537
1.0,199,201.685594
1.0,199,201.685604
1.0,199,201.685611
1.0,199,202.196502
1.0,199,202.196559
1.0,199,202.196569
1.0,199,202.196576
1.0,199,202.705162
1.0,199,202.705214
1.0,199,202.705225
1.0,199,202.705231
1.0,199,203.214865
1.0,199,203.214916
1.0,199,203.214925
1.0,199,203.214931
1.0,199,203.722081
1.0,199,203.722142
1.0,199,203.722151
1.0,199,203.722158
1.0,199,204.2327
1.0,199,204.232749
1.0,199,204.232758
1.0,199,204.232765
1.0,199,204.781659
1.0,199,204.781714
1.0,199,204.781723
1.0,199,204.78173
1.0,199,205.307387
1.0,199,205.307452
1.0,199,205.307461
1.0,199,205.307468
1.0,199,205.834099
1.0,199,205.834159
1.0,199,205.83417
1.0,199,205.834177
1.0,199,206.337872
1.0,199,206.337932
1.0,199,206.337941
1.0,199,206.337948
1.0,199,206.867006
1.0,199,206.867065
1.0,199,206.867074
1.0,199,206.867082
1.0,199,207.416943
1.0,199,207.417003
1.0,199,207.417016
1.0,199,207.417022
1.0,199,207.9205
1.0,199,207.920553
1.0,199,207.920562
1.0,199,207.920569
1.0,199,208.425577
1.0,199,208.425635
1.0,199,208.425644
1.0,199,208.425651
1.0,199,208.930223
1.0,199,208.930281
1.0,199,208.93029
1.0,199,208.930297
1.0,199,209.485226
1.0,199,209.485284
1.0,199,209.485293
1.0,199,209.485299
1.0,199,210.024803
1.0,199,210.024853
1.0,199,210.024862
1.0,199,210.024869
1.0,199,210.561272
1.0,199,210.561332
1.0,199,210.561342
1.0,199,210.561349
1.0,199,211.111666
1.0,199,211.111721
1.0,199,211.11173
1.0,199,211.111741
1.0,199,211.635836
1.0,199,211.635891
1.0,199,211.635904
1.0,199,211.635911
1.0,199,212.032297
1.0,199,212.032355
1.0,199,212.032365
1.0,199,212.032371
1.0,199,212.577819
1.0,199,212.577882
1.0,199,212.577891
1.0,199,212.577898
1.0,199,213.106428
1.0,199,213.106479
1.0,199,213.106488
1.0,199,213.106495
1.0,199,213.797361
1.0,199,213.797419
1.0,199,213.797429
1.0,199,213.797436
1.0,199,214.340313
1.0,199,214.340362
1.0,199,214.340371
1.0,199,214.340379
1.0,199,214.944404
1.0,199,214.944457
1.0,199,214.944466
1.0,199,214.944473
1.0,199,215.519585
1.0,199,215.519645
1.0,199,215.519655
1.0,199,215.519662
1.0,199,216.105875
1.0,199,216.105931
1.0,199,216.10594
1.0,199,216.105948
1.0,199,216.671834
1.0,199,216.671896
1.0,199,216.671908
1.0,199,216.671917
1.0,199,217.230184
1.0,199,217.230241
1.0,199,217.230252
1.0,199,217.23026
1.0,199,217.805832
1.0,199,217.805899
1.0,199,217.80591
1.0,199,217.805919
1.0,199,218.388094
1.0,199,218.38817
1.0,199,218.388181
1.0,199,218.388202
1.0,199,218.970713
1.0,199,218.970773
1.0,199,218.970785
1.0,199,218.970796
1.0,199,219.498426
1.0,199,219.498489
1.0,199,219.4985
1.0,199,219.498511
1.0,199,220.053962
1.0,199,220.054029
1.0,199,220.05404
1.0,199,220.054048
1.0,199,220.564205
1.0,199,220.564266
1.0,199,220.564278
1.0,199,220.564286
1.0,199,221.078094
1.0,199,221.078157
1.0,199,221.078169
1.0,199,221.078178
1.0,199,221.600113
1.0,199,221.60018
1.0,199,221.600191
1.0,199,221.6002
1.0,199,222.106979
1.0,199,222.107049
1.0,199,222.10706
1.0,199,222.107069
1.0,199,222.609373
1.0,199,222.609448
1.0,199,222.609459
1.0,199,222.609467
1.0,199,223.153797
1.0,199,223.153852
1.0,199,223.153862
1.0,199,223.153869
1.0,199,223.658574
1.0,199,223.658628
1.0,199,223.658637
1.0,199,223.658644
1.0,199,224.170319
1.0,199,224.170374
1.0,199,224.170386
1.0,199,224.170393
1.0,199,224.674007
1.0,199,224.674073
1.0,199,224.674082
1.0,199,224.67409
1.0,199,225.180776
1.0,199,225.180833
1.0,199,225.180843
1.0,199,225.18085
1.0,199,225.686248
1.0,199,225.686303
1.0,199,225.686312
1.0,199,225.686319
1.0,199,226.184239
1.0,199,226.184297
1.0,199,226.184306
1.0,199,226.184313
1.0,199,226.688486
1.0,199,226.688542
1.0,199,226.688552
1.0,199,226.688559
1.0,199,227.192286
1.0,199,227.192349
1.0,199,227.19236
1.0,199,227.192367
1.0,199,227.694309
1.0,199,227.694375
1.0,199,227.694385
1.0,199,227.694392
1.0,199,228.19417
1.0,199,228.194239
1.0,199,228.194249
1.0,199,228.194256
1.0,199,228.693941
1.0,199,228.694001
1.0,199,228.694013
1.0,199,228.69402
1.0,199,229.220773
1.0,199,229.220837
1.0,199,229.220845
1.0,199,229.220852
1.0,199,229.743217
1.0,199,229.743275
1.0,199,229.743284
1.0,199,229.743291
1.0,199,230.301023
1.0,199,230.301067
1.0,199,230.301077
1.0,199,230.301083
1.0,199,230.916147
1.0,199,230.916196
1.0,199,230.916206
1.0,199,230.916212
1.0,199,231.430382
1.0,199,231.430445
1.0,199,231.430455
1.0,199,231.430461
1.0,199,231.943074
1.0,199,231.943127
1.0,199,231.943137
1.0,199,231.943143
1.0,199,232.527109
1.0,199,232.527164
1.0,199,232.527173
1.0,199,232.52718
1.0,199,233.1042
1.0,199,233.104259
1.0,199,233.104274
1.0,199,233.104281
1.0,199,233.650508
1.0,199,233.650565
1.0,199,233.650574
1.0,199,233.650581
1.0,199,234.348541
1.0,199,234.348609
1.0,199,234.348619
1.0,199,234.348626
1.0,199,234.933186
1.0,199,234.933253
1.0,199,234.933263
1.0,199,234.93327
1.0,199,235.548816
1.0,199,235.548878
1.0,199,235.548888
1.0,199,235.548896
1.0,199,236.080152
1.0,199,236.080214
1.0,199,236.080224
1.0,199,236.080231
1.0,199,236.629935
1.0,199,236.630002
1.0,199,236.630013
1.0,199,236.630019
1.0,199,237.216755
1.0,199,237.216816
1.0,199,237.216825
1.0,199,237.216832
1.0,199,237.804145
1.0,199,237.804205
1.0,199,237.804215
1.0,199,237.804222
1.0,199,238.400448
1.0,199,238.400508
1.0,199,238.400518
1.0,199,238.400524
1.0,199,238.98026
1.0,199,238.980326
1.0,199,238.980335
1.0,199,238.980342
1.0,199,239.592545
1.0,199,239.592609
1.0,199,239.59262
1.0,199,239.592629
1.0,199,240.151738
1.0,199,240.154963
1.0,199,240.154995
1.0,199,240.155004
1.0,199,240.731287
1.0,199,240.731347
1.0,199,240.731356
1.0,199,240.731363
1.0,199,241.289473
1.0,199,241.289522
1.0,199,241.289532
1.0,199,241.289539
2.0,199,241.834753
2.0,199,241.834811
1.0,199,241.834821
2.0,199,241.834828
2.0,199,242.356259
2.0,199,242.35632
2.0,199,242.356332
2.0,199,242.356339
3.0,199,242.889071
2.0,199,242.88913
2.0,199,242.889139
2.0,199,242.889146
3.0,199,243.425037
2.0,199,243.425088
3.0,199,243.425098
2.0,199,243.425106
3.0,199,243.955213
5.0,199,243.955271
4.0,199,243.95528
5.0,199,243.955287
5.0,199,244.487089
6.0,199,244.487129
6.0,199,244.487139
6.0,199,244.487145
5.0,199,245.020334
3.0,199,245.0204
3.0,199,245.020409
4.0,199,245.020416
6.0,199,245.591842
6.0,199,245.591904
6.0,199,245.591913
3.0,199,245.591921
9.0,199,246.122644
9.0,199,246.122699
1.0,199,246.122708
4.0,199,246.122715
3.0,199,246.64727
9.0,199,246.65329
3.0,199,246.653602
9.0,199,246.653619
4.0,199,247.171509
3.0,199,247.171581
12.0,199,247.171592
4.0,199,247.171601
9.0,199,247.695109
10.0,199,247.695172
10.0,199,247.695183
10.0,199,247.695192
10.0,199,248.228339
8.0,199,248.228405
10.0,199,248.228419
11.0,199,248.228428
8.0,199,248.749362
10.0,199,248.749433
10.0,199,248.749444
9.0,199,248.749453
8.0,199,249.266276
12.0,199,249.26634
8.0,199,249.266352
10.0,199,249.266363
9.0,199,249.784823
8.0,199,249.784886
11.0,199,249.784898
9.0,199,249.784907
9.0,199,250.299383
10.0,199,250.299428
9.0,199,250.299442
11.0,199,250.299453
9.0,199,250.845242
9.0,199,250.845322
8.0,199,250.845334
10.0,199,250.845341
9.0,199,251.359481
9.0,199,251.359545
8.0,199,251.359555
6.0,199,251.359563
7.0,199,251.872904
9.0,199,251.872966
9.0,199,251.872976
7.0,199,251.872983
10.0,199,252.391898
9.0,199,252.391959
10.0,199,252.391968
7.0,199,252.391975
6.0,199,252.92665
7.0,199,252.92671
7.0,199,252.926719
11.0,199,252.926726
9.0,199,253.453545
5.0,199,253.453608
9.0,199,253.453617
7.0,199,253.453624
6.0,199,253.978696
9.0,199,253.978759
9.0,199,253.978768
9.0,199,253.978775
8.0,199,254.497341
8.0,199,254.497408
9.0,199,254.497417
6.0,199,254.497424
6.0,199,255.019496
9.0,199,255.019549
9.0,199,255.019559
8.0,199,255.019565
5.0,199,255.538594
8.0,199,255.538655
8.0,199,255.538665
8.0,199,255.538672
7.0,199,256.056501
8.0,199,256.056562
5.0,199,256.056572
9.0,199,256.056579
10.0,199,256.624154
8.0,199,256.624211
5.0,199,256.624221
5.0,199,256.62423
8.0,199,257.135302
9.0,199,257.135365
6.0,199,257.135374
7.0,199,257.135381
6.0,199,257.642963
8.0,199,257.643021
8.0,199,257.64303
8.0,199,257.643038
8.0,199,258.147348
9.0,199,258.147405
8.0,199,258.147414
9.0,199,258.14742
7.0,199,258.661081
6.0,199,258.661141
8.0,199,258.66115
8.0,199,258.661158
8.0,199,259.16379
7.0,199,259.163851
6.0,199,259.16386
7.0,199,259.163867
4.0,199,259.675995
6.0,199,259.676054
10.0,199,259.676063
8.0,199,259.67607
8.0,199,260.182054
7.0,199,260.182107
7.0,199,260.182116
6.0,199,260.182123
7.0,199,260.69478
7.0,199,260.694843
6.0,199,260.694852
8.0,199,260.69486
7.0,199,261.204362
8.0,199,261.207715
6.0,199,261.207733
5.0,199,261.207741
7.0,199,261.746324
6.0,199,261.746381
6.0,199,261.74639
7.0,199,261.746396
5.0,199,262.27237
4.0,199,262.272431
5.0,199,262.272442
7.0,199,262.272449
8.0,199,262.847104
4.0,199,262.847167
7.0,199,262.847177
7.0,199,262.847183
5.0,199,263.430311
7.0,199,263.430367
7.0,199,263.430376
6.0,199,263.430383
7.0,199,263.999543
5.0,199,263.999606
6.0,199,263.999616
6.0,199,263.999623
9.0,199,264.540413
7.0,199,264.54047
8.0,199,264.54048
7.0,199,264.540487
8.0,199,265.076699
7.0,199,265.076758
7.0,199,265.076767
6.0,199,265.076773
8.0,199,265.632586
7.0,199,265.632647
5.0,199,265.632657
6.0,199,265.632663
7.0,199,266.204665
9.0,199,266.210552
7.0,199,266.210596
6.0,199,266.210605
7.0,199,266.790455
9.0,199,266.790513
5.0,199,266.790523
5.0,199,266.79053
7.0,199,267.342652
8.0,199,267.34271
9.0,199,267.34272
7.0,199,267.342726
5.0,199,267.873532
6.0,199,267.873595
5.0,199,267.873605
7.0,199,267.873612
6.0,199,268.412954
7.0,199,268.413015
5.0,199,268.413025
6.0,199,268.413032
6.0,199,268.946733
6.0,199,268.9468
6.0,199,268.946809
6.0,199,268.946815
6.0,199,269.520365
5.0,199,269.520421
5.0,199,269.520434
6.0,199,269.520441
5.0,199,270.066987
5.0,199,270.067043
5.0,199,270.067053
5.0,199,270.06706
5.0,199,270.607391
8.0,199,270.607446
7.0,199,270.607456
5.0,199,270.607463
4.0,199,271.127247
6.0,199,271.127314
6.0,199,271.127324
6.0,199,271.12733
7.0,199,271.650461
4.0,199,271.650524
6.0,199,271.650534
7.0,199,271.650541
6.0,199,272.170676
7.0,199,272.174457
5.0,199,272.174493
5.0,199,272.174502
5.0,199,272.835232
9.0,199,272.835348
6.0,199,272.835373
5.0,199,272.835394
7.0,199,273.419132
6.0,199,273.4192
4.0,199,273.419211
5.0,199,273.41922
8.0,199,273.994626
5.0,199,273.994689
4.0,199,273.9947
6.0,199,273.994708
5.0,199,274.543536
4.0,199,274.543601
7.0,199,274.543612
4.0,199,274.54362
3.0,199,275.142351
5.0,199,275.142419
2.0,199,275.142431
2.0,199,275.142439
2.0,199,275.726811
7.0,199,275.726878
4.0,199,275.72689
3.0,199,275.726899
3.0,199,276.310725
3.0,199,276.310788
3.0,199,276.310799
5.0,199,276.310808
3.0,199,276.867899
5.0,199,276.867979
4.0,199,276.867992
3.0,199,276.868001
5.0,199,277.394121
1.0,199,277.394192
3.0,199,277.394207
5.0,199,277.394215
2.0,199,277.923499
3.0,199,277.923567
2.0,199,277.923578
3.0,199,277.923587
4.0,199,278.443245
5.0,199,278.443306
3.0,199,278.443317
4.0,199,278.44334
6.0,199,278.963613
5.0,199,278.963666
3.0,199,278.963676
4.0,199,278.963683
5.0,199,279.481967
2.0,199,279.482023
5.0,199,279.482032
4.0,199,279.482039
5.0,199,280.00556
5.0,199,280.005623
6.0,199,280.005632
5.0,199,280.005639
5.0,199,280.547339
5.0,199,280.547409
4.0,199,280.547419
4.0,199,280.547426
6.0,199,281.095197
5.0,199,281.095259
5.0,199,281.095269
5.0,199,281.095276
6.0,199,281.642432
5.0,199,281.642495
4.0,199,281.642505
6.0,199,281.642511
5.0,199,282.159256
6.0,199,282.159324
5.0,199,282.159334
7.0,199,282.159341
6.0,199,282.77109
5.0,199,282.771153
6.0,199,282.771163
7.0,199,282.77117
5.0,199,283.314639
6.0,199,283.314708
6.0,199,283.314718
5.0,199,283.314725
5.0,199,283.828324
5.0,199,283.828386
5.0,199,283.828397
5.0,199,283.828404
5.0,199,284.352593
6.0,199,284.352646
6.0,199,284.352656
5.0,199,284.352663
5.0,199,284.878695
5.0,199,284.878781
5.0,199,284.878791
5.0,199,284.878798
6.0,199,285.392963
7.0,199,285.393013
6.0,199,285.393022
5.0,199,285.393029
6.0,199,285.905702
5.0,199,285.905761
5.0,199,285.905771
6.0,199,285.905779
5.0,199,286.420663
6.0,199,286.420726
7.0,199,286.420738
6.0,199,286.420744
5.0,199,286.938898
7.0,199,286.938955
5.0,199,286.938965
7.0,199,286.938972
6.0,199,287.449051
5.0,199,287.449111
6.0,199,287.449121
6.0,199,287.449128
7.0,199,287.966847
5.0,199,287.966901
8.0,199,287.96691
8.0,199,287.96692
7.0,199,288.481531
6.0,199,288.481594
7.0,199,288.481605
6.0,199,288.481612
5.0,199,289.005244
7.0,199,289.005305
5.0,199,289.005315
4.0,199,289.005322
7.0,199,289.528374
5.0,199,289.528433
6.0,199,289.528443
6.0,199,289.52845
5.0,199,290.046599
7.0,199,290.046666
4.0,199,290.046675
6.0,199,290.046682
5.0,199,290.568337
6.0,199,290.568402
5.0,199,290.568412
5.0,199,290.568419
5.0,199,291.084405
5.0,199,291.084471
4.0,199,291.08448
7.0,199,291.084487
5.0,199,291.597459
5.0,199,291.597517
6.0,199,291.597527
7.0,199,291.597533
4.0,199,292.109263
6.0,199,292.109324
5.0,199,292.109336
5.0,199,292.109342
6.0,199,292.617709
6.0,199,292.617767
5.0,199,292.617777
5.0,199,292.617784
5.0,199,293.140806
5.0,199,293.14087
6.0,199,293.140879
5.0,199,293.140886
5.0,199,293.665464
5.0,199,293.665528
4.0,199,293.665538
6.0,199,293.665545
5.0,199,294.186496
3.0,199,294.186564
5.0,199,294.186577
5.0,199,294.186583
5.0,199,294.708164
4.0,199,294.708224
4.0,199,294.708233
4.0,199,294.70824
6.0,199,295.226295
3.0,199,295.226353
5.0,199,295.226362
5.0,199,295.226369
4.0,199,295.744009
5.0,199,295.744066
4.0,199,295.744075
3.0,199,295.744082
5.0,199,296.263223
3.0,199,296.275957
4.0,199,296.276005
4.0,199,296.276013
4.0,199,296.812361
5.0,199,296.812426
4.0,199,296.812436
5.0,199,296.812445
4.0,199,297.32098
3.0,199,297.321039
4.0,199,297.321049
4.0,199,297.321056
3.0,199,297.824546
4.0,199,297.8246
5.0,199,297.82461
3.0,199,297.824617
5.0,199,298.332369
4.0,199,298.332426
3.0,199,298.332436
4.0,199,298.332442
3.0,199,298.840521
3.0,199,298.840587
4.0,199,298.840596
4.0,199,298.840603
2.0,199,299.353844
5.0,199,299.353907
4.0,199,299.35392
4.0,199,299.353927
2.0,199,299.866071
5.0,199,299.866128
3.0,199,299.866138
3.0,199,299.866144
2.0,199,300.378601
2.0,199,300.378667
2.0,199,300.378676
2.0,199,300.378685
4.0,199,300.897726
4.0,199,300.897788
2.0,199,300.897797
3.0,199,300.897804
2.0,199,301.416485
1.0,199,301.416557
3.0,199,301.416566
3.0,199,301.416573
4.0,199,301.925619
2.0,199,301.925681
3.0,199,301.92569
2.0,199,301.925697
3.0,199,302.431104
2.0,199,302.431161
1.0,199,302.43117
3.0,199,302.431178
3.0,199,302.940017
3.0,199,302.940076
2.0,199,302.940085
1.0,199,302.940092
3.0,199,303.451916
1.0,199,303.451991
2.0,199,303.452
2.0,199,303.45201
1.0,199,303.971618
1.0,199,303.971679
2.0,199,303.971688
2.0,199,303.971694
3.0,199,304.647913
2.0,199,304.64889
1.0,199,304.648909
2.0,199,304.648921
2.0,199,305.198522
3.0,199,305.198588
1.0,199,305.198599
3.0,199,305.198607
2.0,199,305.729756
1.0,199,305.729815
2.0,199,305.729824
4.0,199,305.729831
2.0,199,306.301475
1.0,199,306.301533
2.0,199,306.301543
1.0,199,306.301549
2.0,199,306.834787
2.0,199,306.834863
3.0,199,306.834876
1.0,199,306.834884
2.0,199,307.359382
2.0,199,307.359447
2.0,199,307.359461
1.0,199,307.35947
2.0,199,307.935642
1.0,199,307.935721
2.0,199,307.935736
2.0,199,307.935745
2.0,199,308.465509
2.0,199,308.465582
2.0,199,308.465594
1.0,199,308.465602
1.0,199,308.994513
2.0,199,308.994585
2.0,199,308.994596
2.0,199,308.994604
2.0,199,309.519709
2.0,199,309.519777
1.0,199,309.519788
1.0,199,309.519797
1.0,199,310.049129
1.0,199,310.049211
2.0,199,310.049222
2.0,199,310.049231
1.0,199,310.593599
1.0,199,310.593675
2.0,199,310.593692
1.0,199,310.5937
1.0,199,311.20701
1.0,199,311.208485
1.0,199,311.208501
1.0,199,311.208509
1.0,199,311.774764
1.0,199,311.774831
2.0,199,311.774846
2.0,199,311.774854
1.0,199,312.289946
1.0,199,312.290006
2.0,199,312.290018
1.0,199,312.290026
1.0,199,312.867688
2.0,199,312.867746
1.0,199,312.867757
1.0,199,312.867765
2.0,199,313.407796
1.0,199,313.407881
1.0,199,313.407899
1.0,199,313.407911
1.0,199,313.930411
1.0,199,313.930478
1.0,199,313.930489
2.0,199,313.930501
2.0,199,314.483364
1.0,199,314.483431
1.0,199,314.483442
1.0,199,314.483451
1.0,199,315.044885
1.0,199,315.044951
2.0,199,315.044962
1.0,199,315.04497
1.0,199,315.562137
1.0,199,315.5622
1.0,199,315.562211
1.0,199,315.562219
1.0,199,316.077692
2.0,199,316.07775
1.0,199,316.077761
1.0,199,316.077769
1.0,199,316.628698
1.0,199,316.628761
1.0,199,316.628773
1.0,199,316.628781
1.0,199,317.167109
2.0,199,317.167174
2.0,199,317.167185
1.0,199,317.167196
1.0,199,317.690815
1.0,199,317.690874
1.0,199,317.690885
1.0,199,317.690894
1.0,199,318.250381
1.0,199,318.250449
1.0,199,318.250463
1.0,199,318.250471
1.0,199,318.794547
1.0,199,318.794632
1.0,199,318.794644
1.0,199,318.794652
1.0,199,319.338711
1.0,199,319.338772
1.0,199,319.338783
2.0,199,319.338793
1.0,199,319.726384
1.0,199,319.726448
1.0,199,319.72646
1.0,199,319.726468
2.0,199,320.2661
1.0,199,320.266166
1.0,199,320.266178
1.0,199,320.266186
1.0,199,320.798306
1.0,199,320.798374
1.0,199,320.798386
1.0,199,320.798394
1.0,199,321.326453
1.0,199,321.326516
1.0,199,321.326527
1.0,199,321.326536
1.0,199,321.851806
1.0,199,321.851862
1.0,199,321.851873
1.0,199,321.851885
1.0,199,322.374564
1.0,199,322.374626
1.0,199,322.374638
1.0,199,322.374646
2.0,199,322.914828
1.0,199,322.914896
1.0,199,322.914907
1.0,199,322.914915
1.0,199,323.456292
1.0,199,323.456363
1.0,199,323.456375
1.0,199,323.456384
1.0,199,324.012765
1.0,199,324.012832
1.0,199,324.012843
1.0,199,324.012854
1.0,199,324.556831
1.0,199,324.556898
1.0,199,324.556909
1.0,199,324.556917
1.0,199,325.095863
1.0,199,325.095926
1.0,199,325.095937
1.0,199,325.095945
1.0,199,325.645027
1.0,199,325.645095
1.0,199,325.645106
1.0,199,325.645115
1.0,199,326.216262
1.0,199,326.216327
1.0,199,326.216338
1.0,199,326.216351
1.0,199,326.755804
1.0,199,326.75587
1.0,199,326.755882
1.0,199,326.75589
1.0,199,327.283062
1.0,199,327.283139
1.0,199,327.283155
1.0,199,327.283164
1.0,199,327.818478
1.0,199,327.818539
1.0,199,327.81855
1.0,199,327.818558
1.0,199,328.348023
1.0,199,328.348088
1.0,199,328.348099
1.0,199,328.348107
1.0,199,328.871489
1.0,199,328.871558
1.0,199,328.87157
1.0,199,328.871578
1.0,199,329.389647
1.0,199,329.389712
1.0,199,329.389723
1.0,199,329.389732
1.0,199,329.940169
1.0,199,329.94023
1.0,199,329.940241
1.0,199,329.94025
1.0,199,330.488538
1.0,199,330.488607
1.0,199,330.488619
1.0,199,330.488627
1.0,199,331.020464
1.0,199,331.020524
1.0,199,331.020538
1.0,199,331.020546
1.0,199,331.549782
1.0,199,331.549848
1.0,199,331.549859
1.0,199,331.549867
1.0,199,332.092098
1.0,199,332.092164
1.0,199,332.092176
1.0,199,332.092189
1.0,199,332.633359
1.0,199,332.633417
1.0,199,332.633428
1.0,199,332.633436
1.0,199,333.154268
1.0,199,333.154337
1.0,199,333.154366
1.0,199,333.154374
1.0,199,333.678458
1.0,199,333.678524
1.0,199,333.678533
1.0,199,333.678539
1.0,199,334.199617
1.0,199,334.199671
1.0,199,334.199681
1.0,199,334.199687
1.0,199,334.715181
1.0,199,334.715243
1.0,199,334.715253
1.0,199,334.715259
1.0,199,335.232572
1.0,199,335.232632
1.0,199,335.232641
1.0,199,335.232648
1.0,199,335.748322
1.0,199,335.748371
1.0,199,335.74838
1.0,199,335.748391
1.0,199,336.2671
1.0,199,336.267156
1.0,199,336.267167
1.0,199,336.267174
1.0,199,336.773334
1.0,199,336.773398
1.0,199,336.773412
1.0,199,336.773422
